TITLE,TOKENS,TOKENS-VAD,V-MED,A-MED,D-MED
Украина получила Томос | ВЕСТИ,"украин,получа,томос,вест",вест (0.323;0.657;0.455) ,0.323,0.657,0.455
Исторический момент. Предстоятелю Православной церкви Украины наконец вручили Томос,"историческ,момент,предстоятел,православн,церков,украин,вруча,томос",момент (0.604;0.435;0.509) ,0.604,0.435,0.509
В Стамбуле началась процедура передачи Томоса для Украины,"стамбул,начина,процедур,передач,томос,украин","начина (0.490;0.480;0.387) ,передач (0.615;0.520;0.455) ",0.552,0.5,0.421
Церемония передачи Томоса: онлайн-трансляция,"церемон,передач,томос,онлайн,трансляц",передач (0.615;0.520;0.455) ,0.615,0.52,0.455
Украина получает томос об автокефалии. День второй [хроника,"украин,получа,томос,автокефал,ден,втор,хроник",хроник (0.427;0.571;0.586) ,0.427,0.571,0.586
Церемония передачи Томоса и праздничная литургия в Стамбуле. Онлайн-трансляция,"церемон,передач,томос,праздничн,литург,стамбул,онлайн,трансляц",передач (0.615;0.520;0.455) ,0.615,0.52,0.455
Видео дня: в Константинополе зазвучала украинская колядка,"виде,ден,константинопол,зазвуча,украинск,колядк","виде (0.646;0.577;0.427) ,колядк (0.847;0.420;0.491) ",0.746,0.498,0.459
Парубий: Украинская поместная независимая автокефальная церковь – это вопрос безопасности,"паруб,украинск,поместн,независим,автокефальн,церков,эт,вопрос,безопасн","независим (0.549;0.595;0.447) ,вопрос (0.316;0.819;0.351) ",0.432,0.707,0.399
Томос. Перевод текста на украинский язык - Национальный Банк Новостей,"томос,перевод,текст,украинск,язык,национальн,банк,новост",перевод (0.510;0.509;0.473) ,0.51,0.509,0.473
Кто из украинских политиков прибыл на вручение Томоса: видео,"украинск,политик,прибыва,вручен,томос,виде",виде (0.646;0.577;0.427) ,0.646,0.577,0.427
Парубий надеется на скорейший визит Вселенского патриарха Варфоломея в Киев,"паруб,надея,скор,виз,вселенск,патриарх,варфолом,ки",ки (0.521;0.433;0.484) ,0.521,0.433,0.484
Провозглашаем установленную в пределах территории Украины Автокефальную Церковь нашей духовной дочерью и призываем Православные Церкви признавать ее как сестру: Полный текст Томоса | Новости Украины (UAZMI),"провозглаша,установлен,предел,территор,украин,автокефальн,церков,наш,духовн,доч,призыва,православн,церков,признава,сестр,полн,текст,томос,новост,украин,uazmi","предел (0.427;0.453;0.500) ,доч (0.908;0.415;0.455) ",0.667,0.434,0.478
"Полный текст Томоса: ""Провозглашаем установленную в пределах территории Украины Автокефальную Церковь нашей духовной дочерью и призываем Православные Церкви признавать ее как сестру"" | Новости Украины (UAZMI)","полн,текст,томос,провозглаша,устанавлива,предел,территор,украин,автокефальн,церков,наш,духовн,доч,призыва,православн,церков,признава,сестр,новост,украин,uazmi","предел (0.427;0.453;0.500) ,доч (0.908;0.415;0.455) ",0.667,0.434,0.478
Обнародован перевод томоса об автокефалии Православной церкви Украины,"обнародова,перевод,томос,автокефал,православн,церков,украин",перевод (0.510;0.509;0.473) ,0.51,0.509,0.473
После подписания томоса в резиденции Варфоломея спели известную украинскую колядку,"подписан,томос,резиденц,варфолом,спет,известн,украинск,колядк",колядк (0.847;0.420;0.491) ,0.847,0.42,0.491
Томос. Перевод текста на украинский язык,"томос,перевод,текст,украинск,язык",перевод (0.510;0.509;0.473) ,0.51,0.509,0.473
Варфоломей подписал Томос об автокефалии ПЦУ: опубликован перевод исторического документа,"варфолом,подписыва,томос,автокефал,пцу,опубликовыва,перевод,историческ,документ",перевод (0.510;0.509;0.473) ,0.51,0.509,0.473
Варфоломей об автокефалии для Украины: Киев получит Томос в материнской церкви,"варфолом,автокефал,украин,ки,получа,томос,материнск,церков",ки (0.521;0.433;0.484) ,0.521,0.433,0.484
Церковь есть. Варфоломей подписал томос для Украины. Хроника,"церков,варфолом,подписыва,томос,украин,хроник",хроник (0.427;0.571;0.586) ,0.427,0.571,0.586
Перевод Томоса об автокефалии ПЦУ опубликовал посол Украины в Турции,"перевод,томос,автокефал,пцу,опубликовыва,посол,украин,турц",перевод (0.510;0.509;0.473) ,0.51,0.509,0.473
Перевод Томоса об автокефалии ПЦУ опубликовал посол Украины в Турции | Новости Украины (UAZMI),"перевод,томос,автокефал,пцу,опубликовыва,посол,украин,турц,новост,украин,uazmi",перевод (0.510;0.509;0.473) ,0.51,0.509,0.473
Томос готов: Варфоломей подписал грамоту об автокефалии,"томос,готов,варфолом,подписыва,грамот,автокефал",готов (0.847;0.500;0.412) ,0.847,0.5,0.412
Украина имела полное право требовать автокефалию – патриарх Варфоломей,"украин,имет,полн,прав,требова,автокефал,патриарх,варфолом","прав (0.458;0.473;0.444) ,требова (0.398;0.439;0.560) ",0.428,0.456,0.502
Парубий инициирует законопроект о переходе церквей УПЦ МП в ПЦУ,"паруб,инициирова,законопроект,переход,церков,упц,мп,пцу","инициирова (0.719;0.480;0.553) ,законопроект (0.396;0.402;0.535) ,переход (0.605;0.561;0.558) ",0.573,0.481,0.549
"Томос для Украины - Варфоломей подписал Томос для ПЦУ - видео смотреть - ""ФАКТЫ""","томос,украин,варфолом,подписыва,томос,пцу,виде,смотрет,факт",виде (0.646;0.577;0.427) ,0.646,0.577,0.427
Этого момента долгие годы ждали украинцы: Варфоломей подписал Томос об автокефалии ПЦУ,"момент,долг,год,ждат,украинец,варфолом,подписыва,томос,автокефал,пцу","момент (0.604;0.435;0.509) ,долг (0.204;0.598;0.336) ",0.404,0.516,0.422
Тяжелый был путь,"тяжел,пут",пут (0.646;0.410;0.519) ,0.646,0.41,0.519
Порошенко в Стамбуле встретился с Эрдоганом: что обсуждали,"порошенк,стамбул,встреча,эрдога,обсужда",обсужда (0.396;0.769;0.509) ,0.396,0.769,0.509
Исторический момент: онлайн-трансляция церемонии подписания Томоса об автокефалии для Украины,"историческ,момент,онлайн,трансляц,церемон,подписан,томос,автокефал,украин",момент (0.604;0.435;0.509) ,0.604,0.435,0.509
В Стамбуле началась процедура подписания Томоса [онлайн-хроника],"стамбул,начина,процедур,подписан,томос,онлайн,хроник","начина (0.490;0.480;0.387) ,хроник (0.427;0.571;0.586) ",0.459,0.525,0.486
Исторический день: в Стамбуле прошла церемония подписания Томоса для Православной церкви Украины (событие завершено),"историческ,ден,стамбул,проход,церемон,подписан,томос,православн,церков,украин,событ,заверша",заверша (0.556;0.550;0.578) ,0.556,0.55,0.578
Исторический день: в Стамбуле началась церемония подписания Томоса для Православной церкви Украины (прямая трансляция),"историческ,ден,стамбул,начина,церемон,подписан,томос,православн,церков,украин,прям,трансляц",начина (0.490;0.480;0.387) ,0.49,0.48,0.387
Сегодня в Стамбуле начнется процедура предоставления Томоса об автокефалии,"сегодн,стамбул,начина,процедур,предоставлен,томос,автокефал",начина (0.490;0.480;0.387) ,0.49,0.48,0.387
В Киеве пройдет первое богослужение в Ставропигии Вселенской патриархии,"ки,пройт,перв,богослужен,ставропиг,вселенск,патриарх",ки (0.521;0.433;0.484) ,0.521,0.433,0.484
Вручение Томоса Православной церкви Украины: главные подробности,"вручен,томос,православн,церков,украин,главн,подробн",подробн (0.514;0.406;0.528) ,0.514,0.406,0.528
Ночь перед Томосом обещает быть бессонной - Национальный Банк Новостей,"ноч,томос,обеща,бессон,национальн,банк,новост","обеща (0.571;0.551;0.593) ,бессон (0.213;0.410;0.207) ",0.392,0.481,0.4
Главу ПЦУ Епифания спросили о звонках в администрацию Порошенко,"глав,пцу,епифан,спрашива,звонок,администрац,порошенк","глав (0.550;0.410;0.345) ,спрашива (0.583;0.519;0.363) ",0.567,0.465,0.354
В Киеве на Рождество украинцам покажут Томос,"ки,рождеств,украинец,показыва,томос",ки (0.521;0.433;0.484) ,0.521,0.433,0.484
Верующим покажут томос и молящегося Порошенко на большом экране,"вер,показыва,томос,мол,порошенк,больш,экра",мол (0.602;0.480;0.453) ,0.602,0.48,0.453
На Рождество в Киеве покажут Томос об автокефалии,"рождеств,ки,показыва,томос,автокефал",ки (0.521;0.433;0.484) ,0.521,0.433,0.484
На Рождество в Киеве покажут томос об автокефалии,"рождеств,ки,показыва,томос,автокефал",ки (0.521;0.433;0.484) ,0.521,0.433,0.484
Варфоломей призвал глав поместных церквей признать автокефалию ПЦУ,"варфолом,призыва,глав,поместн,церков,признава,автокефал,пцу",глав (0.550;0.410;0.345) ,0.55,0.41,0.345
"Самый унылый совок: журналист раскрыл детали ""томос-тура"" Порошенко","сам,уныл,совок,журналист,раскрыва,детал,томос,тур,порошенк","раскрыва (0.490;0.570;0.545) ,тур (0.663;0.545;0.543) ",0.577,0.557,0.544
На Украине задержали тираж рождественского послания патриарха Кирилла,"украин,задержива,тираж,рождественск,послан,патриарх,кирилл","задержива (0.188;0.490;0.216) ,послан (0.604;0.417;0.535) ",0.396,0.454,0.376
На Украине задержали тираж рождественского послания патриарха Кирилла,"украин,задержива,тираж,рождественск,послан,патриарх,кирилл","задержива (0.188;0.490;0.216) ,послан (0.604;0.417;0.535) ",0.396,0.454,0.376
Слияние с поглощением. Зачем греко-католики хотят объединиться с ПЦУ,"слиян,поглощен,грек,католик,хотет,объединя,пцу","поглощен (0.490;0.471;0.519) ,хотет (0.671;0.642;0.598) ",0.581,0.556,0.558
Ночь перед Томосом обещает быть бессонной,"ноч,томос,обеща,бессон","обеща (0.571;0.551;0.593) ,бессон (0.213;0.410;0.207) ",0.392,0.481,0.4
Киево-Печерскую Лавру готовятся отобрать у УПЦ. Руководство музея готовит иск,"киев,печерск,лавр,готов,отбира,упц,руководств,муз,готов,иск","готов (0.847;0.500;0.412) ,готов (0.847;0.500;0.412) ",0.847,0.5,0.412
Варфоломей подтвердил вручение томоса новой украинской церкви 6 января,"варфолом,подтвержда,вручен,томос,нов,украинск,церков,январ",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Прочь от Москвы! Порошенко поставил на место Россию из-за Томоса для Украины,"проч,москв,порошенк,поставля,мест,росс,томос,украин","проч (0.253;0.569;0.492) ,мест (0.427;0.410;0.312) ",0.34,0.489,0.402
Томос и Злука. Какие козыри использовал Порошенко в новогоднем обращении,"томос,злук,козыр,использова,порошенк,новогодн,обращен",обращен (0.663;0.598;0.558) ,0.663,0.598,0.558
Большое историческое событие. Варфоломей начал праздничную службу со слов об автокефалии для Украины,"больш,историческ,событ,варфолом,начина,праздничн,служб,слов,автокефал,украин",начина (0.490;0.480;0.387) ,0.49,0.48,0.387
РПЦ – часть политической системы России: Порошенко сделал жесткое заявление,"рпц,част,политическ,систем,росс,порошенк,сдела,жестк,заявлен",част (0.594;0.481;0.525) ,0.594,0.481,0.525
Новогоднее поздравление Президента Украины Петра Порошенко с 2019 годом: видео,"новогодн,поздравлен,президент,украин,петр,порошенк,год,виде",виде (0.646;0.577;0.427) ,0.646,0.577,0.427
Мы обязательно вернемся в Крым и на Донбасс: Порошенко поздравил украинцев с Новым годом,"обязательн,вернут,крым,донбасс,порошенк,поздравля,украинец,нов,год","вернут (0.602;0.412;0.463) ,нов (0.917;0.490;0.582) ",0.76,0.451,0.522
2018 год в архиве украинской истории займет место рядом с 1991-м - Порошенко,"год,арх,украинск,истор,занима,мест,ряд,м,порошенк",мест (0.427;0.410;0.312) ,0.427,0.41,0.312
Новогоднее поздравление Президента Украины Петра Порошенко с 2019 годом: видео,"новогодн,поздравлен,президент,украин,петр,порошенк,год,виде",виде (0.646;0.577;0.427) ,0.646,0.577,0.427
Делал селфи,"дела,селф",дела (0.670;0.548;0.536) ,0.67,0.548,0.536
Исторический момент. Главные заявления и реакция на предоставление Томоса Православной церкви Украины,"историческ,момент,главн,заявлен,реакц,предоставлен,томос,православн,церков,украин",момент (0.604;0.435;0.509) ,0.604,0.435,0.509
Кличко собирается бросить вызов Порошенко на президентских выборах-2019,"кличк,собира,броса,выз,порошенк,президентск,выбор","броса (0.558;0.620;0.517) ,выз (0.594;0.627;0.558) ",0.576,0.623,0.538
Конец года. Нервы на пределе: Кирилл написал слезное письмо Варфоломею,"конец,год,нерв,предел,кирилл,написа,слезн,письм,варфолом","нерв (0.129;0.698;0.307) ,предел (0.427;0.453;0.500) ",0.278,0.576,0.403
Пейзаж перед битвой. 10 главных вопросов о выборах президента и о том,"пейзаж,битв,главн,вопрос,выбор,президент",вопрос (0.316;0.819;0.351) ,0.316,0.819,0.351
Новые экзархаты РПЦ: эксперты объяснили,"нов,экзархат,рпц,эксперт,объясня",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
"В УПЦ сочли ""новую церковь"" вассальным захватом греков","упц,счест,нов,церков,вассальн,захват,грек","нов (0.917;0.490;0.582) ,захват (0.357;0.650;0.537) ",0.637,0.57,0.559
Митрополит Епифаний: Процедура предоставления Томоса начнется 5 января,"митропол,епифан,процедур,предоставлен,томос,начина,январ",начина (0.490;0.480;0.387) ,0.49,0.48,0.387
"В УПЦ сочли ""новую церковь"" вассальным захватом греков","упц,счест,нов,церков,вассальн,захват,грек","нов (0.917;0.490;0.582) ,захват (0.357;0.650;0.537) ",0.637,0.57,0.559
Православные титушки: эксперт предупредил,"православн,титушк,эксперт,предупрежда",предупрежда (0.429;0.647;0.564) ,0.429,0.647,0.564
Митрополит Епифаний рассказал подробности о получении Томоса,"митропол,епифан,рассказыва,подробн,получен,томос",подробн (0.514;0.406;0.528) ,0.514,0.406,0.528
Раскол в УПЦ МП: Как общины идут от московских попов в ПЦУ,"раскол,упц,мп,общин,идт,московск,поп,пцу","идт (0.510;0.441;0.444) ,поп (0.673;0.510;0.491) ",0.592,0.476,0.468
Начался необратимый процесс. Интервью с архиереем Симеоном,"начина,необратим,процесс,интерв,архиер,симеон",начина (0.490;0.480;0.387) ,0.49,0.48,0.387
Зеленский идет на выборы: новый Рейган или второй Кличко?,"зеленск,идт,выбор,нов,рейга,втор,кличк","идт (0.510;0.441;0.444) ,нов (0.917;0.490;0.582) ",0.714,0.466,0.513
"СМИ рассказали о предвыборном ""томос-туре"" Порошенко","сми,рассказыва,предвыборн,томос,тур,порошенк",тур (0.663;0.545;0.543) ,0.663,0.545,0.543
Грузинская церковь сделала неоднозначное заявление о ПЦУ,"грузинск,церков,сдела,неоднозначн,заявлен,пцу",неоднозначн (0.164;0.460;0.370) ,0.164,0.46,0.37
Зеленский идет на выборы: новый Рейган или второй Кличко?,"зеленск,идт,выбор,нов,рейга,втор,кличк","идт (0.510;0.441;0.444) ,нов (0.917;0.490;0.582) ",0.714,0.466,0.513
Пять побед и две проблемы: чего достигла Украина за 2018 год на дипломатическом фронте,"пят,побед,проблем,достига,украин,год,дипломатическ,фронт",проблем (0.062;0.644;0.415) ,0.062,0.644,0.415
"Поп из РПЦ грозится показать верующим ""самостоятельную Церковь и кузькину мать""","поп,рпц,гроз,показыва,вер,самостоятельн,церков,кузькин,мат",поп (0.673;0.510;0.491) ,0.673,0.51,0.491
Раскол в УПЦ МП: Как общины идут от московских попов в ПЦУ,"раскол,упц,мп,общин,идт,московск,поп,пцу","идт (0.510;0.441;0.444) ,поп (0.673;0.510;0.491) ",0.592,0.476,0.468
Пять побед и две проблемы: чего достигла Украина за 2018 год на дипломатическом фронте,"пят,побед,проблем,достига,украин,год,дипломатическ,фронт",проблем (0.062;0.644;0.415) ,0.062,0.644,0.415
Еще один приход Московского патриархата перешла к Единой поместной церкви,"приход,московск,патриархат,переход,един,поместн,церков",переход (0.605;0.561;0.558) ,0.605,0.561,0.558
Неожиданная свобода для белорусских православных. Что они выберут: Москву,"неожида,свобод,белорусск,православн,выбира,москв","неожида (0.500;0.720;0.333) ,выбира (0.510;0.471;0.345) ",0.505,0.595,0.339
Приход Московского патриархата на Хмельнитчине перешел в Единую поместную церковь,"приход,московск,патриархат,хмельнитчин,переход,един,поместн,церков",переход (0.605;0.561;0.558) ,0.605,0.561,0.558
Папа Римский в рождественском послании: Пусть Бог принесет облегчение дорогой Украине,"пап,римск,рождественск,послан,пуст,бог,принос,облегчен,дорог,украин","послан (0.604;0.417;0.535) ,принос (0.635;0.460;0.462) ",0.619,0.439,0.499
Папа Римский в рождественском послании: Пусть Бог принесет облегчение дорогой Украине - Национальный Банк Новостей,"пап,римск,рождественск,послан,пуст,бог,принос,облегчен,дорог,украин,национальн,банк,новост","послан (0.604;0.417;0.535) ,принос (0.635;0.460;0.462) ",0.619,0.439,0.499
В Московском патриархате хотят судиться из-за закона о названии церкви,"московск,патриархат,хотет,суд,закон,назван,церков",хотет (0.671;0.642;0.598) ,0.671,0.642,0.598
В Московском патриархате хотят судиться из-за закона о названии церкви - Национальный Банк Новостей,"московск,патриархат,хотет,суд,закон,назван,церков,национальн,банк,новост",хотет (0.671;0.642;0.598) ,0.671,0.642,0.598
Несколько приходов УПЦ во Львовской области присоединились к ПЦУ,"нескольк,приход,упц,львовск,област,присоединя,пцу",присоединя (0.698;0.510;0.537) ,0.698,0.51,0.537
Брал конфетами Roshen: Варфоломей красиво ответил РПЦ на ''взятки'' за Томос Украине,"брат,конфет,roshen,варфолом,красив,отвеча,рпц,взятк,томос,украин","конфет (0.930;0.425;0.384) ,отвеча (0.573;0.435;0.594) ,взятк (0.112;0.690;0.472) ",0.538,0.517,0.483
Журналисты обнародовали полную версию разговора Епифания с пранкерами,"журналист,обнародова,полн,верс,разговор,епифан,пранкер",верс (0.604;0.423;0.538) ,0.604,0.423,0.538
СМИ нашли в Киеве гигантский билборд Порошенко с рекламой ПЦУ: фотофакт,"сми,наход,ки,гигантск,билборд,порошенк,реклам,пцу,фотофакт","ки (0.521;0.433;0.484) ,реклам (0.600;0.566;0.539) ",0.56,0.499,0.512
На этом посту мы видим только Порошенко. Пранкеры поговорили с Епифанием о выборах президента и правах ЛГБТ,"пост,видет,порошенк,пранкер,поговор,епифан,выбор,президент,прав,лгбт",прав (0.458;0.473;0.444) ,0.458,0.473,0.444
Начался необратимый процесс. Интервью с архиереем Симеоном,"начина,необратим,процесс,интерв,архиер,симеон",начина (0.490;0.480;0.387) ,0.49,0.48,0.387
Пиар-собор: украинцев отвлекают от роста тарифов - Национальный Банк Новостей,"пиар,собор,украинец,отвлека,рост,тариф,национальн,банк,новост","отвлека (0.241;0.609;0.336) ,тариф (0.459;0.402;0.491) ",0.35,0.506,0.413
УПЦ не имеет никаких оснований для смены названия,"упц,имет,никак,основан,смен,назван","основан (0.667;0.500;0.598) ,смен (0.490;0.480;0.528) ",0.579,0.49,0.563
УПЦ попросила Порошенко наложить вето на закон о переименовании церкви,"упц,попрос,порошенк,налага,вет,закон,переименован,церков",вет (0.271;0.462;0.509) ,0.271,0.462,0.509
В Госдуме прокомментировали закон о смене названия УПЦ,"госдум,прокомментирова,закон,смен,назван,упц",смен (0.490;0.480;0.528) ,0.49,0.48,0.528
УПЦ попросила Порошенко наложить вето на закон о переименовании церкви,"упц,попрос,порошенк,налага,вет,закон,переименован,церков",вет (0.271;0.462;0.509) ,0.271,0.462,0.509
В Госдуме прокомментировали закон о смене названия УПЦ,"госдум,прокомментирова,закон,смен,назван,упц",смен (0.490;0.480;0.528) ,0.49,0.48,0.528
В УПЦ МП отреагировали на закон Рады по смене названия церкви,"упц,мп,отреагирова,закон,рад,смен,назван,церков","рад (0.573;0.402;0.358) ,смен (0.490;0.480;0.528) ",0.531,0.441,0.443
В УПЦ МП отреагировали на закон Рады по смене названия церкви,"упц,мп,отреагирова,закон,рад,смен,назван,церков","рад (0.573;0.402;0.358) ,смен (0.490;0.480;0.528) ",0.531,0.441,0.443
Уму непостижимо: Путин рассказал,"ум,непостижим,путин,рассказыва",непостижим (0.250;0.550;0.344) ,0.25,0.55,0.344
В Киеве утвердили устав автокефальной ПЦУ,"ки,утвержда,уста,автокефальн,пцу",ки (0.521;0.433;0.484) ,0.521,0.433,0.484
Епифаний в детстве - где вырос и как учился предстоятель ПЦУ,"епифан,детств,выраста,уч,предстоятел,пцу",детств (0.865;0.413;0.307) ,0.865,0.413,0.307
Под своим крестом,"сво,крест",крест (0.739;0.426;0.594) ,0.739,0.426,0.594
Новая украинская церковь - православные верующие Беларуси не имеют права участвовать в служениях,"нов,украинск,церков,православн,вер,белар,имет,прав,участвова,служен","нов (0.917;0.490;0.582) ,прав (0.458;0.473;0.444) ",0.688,0.481,0.513
В Украине начали подготовку к перерегистрации всех религиозных организаций - СМИ,"украин,начина,подготовк,перерегистрац,ве,религиозн,организац,сми",начина (0.490;0.480;0.387) ,0.49,0.48,0.387
Один из храмов УПЦ МП перешел в Православную церковь Украины,"храм,упц,мп,переход,православн,церков,украин",переход (0.605;0.561;0.558) ,0.605,0.561,0.558
При переходе общин в Православную церковь Украины проблем с храмами не будет - юристы,"переход,общин,православн,церков,украин,проблем,храм,юрист","переход (0.605;0.561;0.558) ,проблем (0.062;0.644;0.415) ",0.334,0.603,0.487
"Митрополит церкви Святого Джавелина: в ПЦУ под аплодисменты прихожан перешел еще один ""московский"" митрополит","митропол,церков,свят,джавелин,пцу,аплодисмент,прихожанин,переход,московск,митропол",переход (0.605;0.561;0.558) ,0.605,0.561,0.558
Затяжные новогодние каникулы будут начинаться с 15 декабря,"затяжн,новогодн,каникул,начина,декабр","каникул (0.939;0.521;0.512) ,начина (0.490;0.480;0.387) ,декабр (0.740;0.540;0.464) ",0.723,0.514,0.454
Deep State против глубинного Царства. Битва №1. Киев,"deep,state,прот,глубин,царств,битв,ки",ки (0.521;0.433;0.484) ,0.521,0.433,0.484
Президент готовится к передаче храмов Варфоломею,"президент,готов,передач,храм,варфолом","готов (0.847;0.500;0.412) ,передач (0.615;0.520;0.455) ",0.731,0.51,0.433
Пиар-собор: украинцев отвлекают от роста тарифов на церковь,"пиар,собор,украинец,отвлека,рост,тариф,церков","отвлека (0.241;0.609;0.336) ,тариф (0.459;0.402;0.491) ",0.35,0.506,0.413
Объединительный Собор в Киеве стал поворотным моментом во вселенском православии – Президент провел телефонный разговор с Патриархом Варфоломеем,"объединительн,собор,ки,станов,поворотн,момент,вселенск,православ,президент,провод,телефон,разговор,патриарх,варфолом","ки (0.521;0.433;0.484) ,поворотн (0.562;0.480;0.500) ,момент (0.604;0.435;0.509) ",0.562,0.449,0.498
Затяжные новогодние каникулы будут начинаться с 15 декабря,"затяжн,новогодн,каникул,начина,декабр","каникул (0.939;0.521;0.512) ,начина (0.490;0.480;0.387) ,декабр (0.740;0.540;0.464) ",0.723,0.514,0.454
День рождения Филарета в Украине отпразднуют на государственном уровне,"ден,рожден,филарет,украин,отпразднова,государствен,уровен",рожден (0.896;0.655;0.536) ,0.896,0.655,0.536
что пишут о ПЦУ иностранные медиа,"писа,пцу,иностра,мед",иностра (0.573;0.681;0.385) ,0.573,0.681,0.385
Достижение Порошенка и проигрыш Путина: что пишут о ПЦУ иностранные медиа | Факты ICTV,"достижен,порошенк,проигрыш,путин,писа,пцу,иностра,мед,факт,ictv","проигрыш (0.076;0.686;0.223) ,иностра (0.573;0.681;0.385) ",0.324,0.683,0.304
Верующие самостоятельно будут выбирать церковь,"вер,самостоятельн,выбира,церков",выбира (0.510;0.471;0.345) ,0.51,0.471,0.345
Рождение ПЦУ. Кто в мире поздравил и раскритиковал новую церковь,"рожден,пцу,мир,поздравля,раскритиковыва,нов,церков","рожден (0.896;0.655;0.536) ,нов (0.917;0.490;0.582) ",0.907,0.573,0.559
Десятки церквей и $150 миллионов: журналист рассказал о тайных договоренностях Порошенко и Варфоломея,"десяток,церков,миллион,журналист,рассказыва,тайн,договорен,порошенк,варфолом",тайн (0.500;0.676;0.545) ,0.5,0.676,0.545
Константинополь дал Москве путь к отступлению,"константинопол,дава,москв,пут,отступлен","пут (0.646;0.410;0.519) ,отступлен (0.500;0.519;0.312) ",0.573,0.465,0.415
Украинская церковь больше не будет молиться по указанию Москвы,"украинск,церков,мол,указан,москв","мол (0.602;0.480;0.453) ,указан (0.406;0.673;0.500) ",0.504,0.577,0.477
Словно окончание спектакля в театре: появилось видео,"словн,окончан,спектакл,театр,появля,виде","театр (0.719;0.729;0.426) ,виде (0.646;0.577;0.427) ",0.682,0.653,0.426
Баба Яга – против: каких сюрпризов ждать от бывшей УПЦ МП и России после Объединительного Собора,"баб,яг,прот,сюрприз,ждат,бывш,упц,мп,росс,объединительн,собор","сюрприз (0.875;0.875;0.562) ,бывш (0.250;0.520;0.306) ",0.562,0.698,0.434
Баба Яга – против: каких сюрпризов ждать от бывшей УПЦ МП и России после Объединительного Собора,"баб,яг,прот,сюрприз,ждат,бывш,упц,мп,росс,объединительн,собор","сюрприз (0.875;0.875;0.562) ,бывш (0.250;0.520;0.306) ",0.562,0.698,0.434
В объединенную Украинскую церковь перешли первые желающие из УПЦ МП,"объединя,украинск,церков,переход,перв,жела,упц,мп",переход (0.605;0.561;0.558) ,0.605,0.561,0.558
Поместная церковь в Украине: как выбирали предстоятеля и что изменится для верующих,"поместн,церков,украин,выбира,предстоятел,изменя,вер",выбира (0.510;0.471;0.345) ,0.51,0.471,0.345
Создание новой церкви в Украине: появилась реакция Кремля,"создан,нов,церков,украин,появля,реакц,кремл",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Новинский требует от Порошенко обнародовать текст его соглашения с Вселенским патриархатом,"новинск,требова,порошенк,обнародова,текст,соглашен,вселенск,патриархат",требова (0.398;0.439;0.560) ,0.398,0.439,0.56
Новинский требует от Порошенко обнародовать текст его соглашения с Вселенским патриархатом,"новинск,требова,порошенк,обнародова,текст,соглашен,вселенск,патриархат",требова (0.398;0.439;0.560) ,0.398,0.439,0.56
Парубий пригласил Варфоломея выступить в Раде,"паруб,приглаша,варфолом,выступа,рад",рад (0.573;0.402;0.358) ,0.573,0.402,0.358
Варфоломея ждут в Верховной Раде,"варфолом,ждат,верховн,рад",рад (0.573;0.402;0.358) ,0.573,0.402,0.358
Новинский требует от Порошенко обнародовать текст его соглашения с Вселенским патриархатом,"новинск,требова,порошенк,обнародова,текст,соглашен,вселенск,патриархат",требова (0.398;0.439;0.560) ,0.398,0.439,0.56
"Ярош объявил ""охоту на московских попов"" богоугодным делом","ярош,объявля,охот,московск,поп,богоугодн,дел","охот (0.327;0.806;0.588) ,поп (0.673;0.510;0.491) ",0.5,0.658,0.539
Какой статус имеет Онуфрий после Объединительного собора: глава УПЦ Епифаний дал объяснение,"статус,имет,онуфр,объединительн,собор,глав,упц,епифан,дава,объяснен",глав (0.550;0.410;0.345) ,0.55,0.41,0.345
Порошенко уехал в Днепр открывать турнир по футзалу,"порошенк,уезжа,днепр,открыва,турнир,футза",открыва (0.439;0.442;0.562) ,0.439,0.442,0.562
Греки и дураки: слабые места новой Церкви,"грек,дурак,слаб,мест,нов,церков","слаб (0.063;0.429;0.167) ,мест (0.427;0.410;0.312) ,нов (0.917;0.490;0.582) ",0.469,0.443,0.354
Объединение без единения: собор 15 декабря был на грани срыва,"объединен,единен,собор,декабр,гран,срыв",декабр (0.740;0.540;0.464) ,0.74,0.54,0.464
Гундяеву не удалось запугать Варфаломея. Такая попытка была роковой ошибкой,"гундя,удава,запугива,варфаломе,попытк,роков,ошибк","попытк (0.625;0.491;0.431) ,роков (0.290;0.583;0.402) ,ошибк (0.286;0.500;0.246) ",0.4,0.525,0.36
Гундяеву не удалось запугать Варфаломея. Такая попытка была роковой ошибкой,"гундя,удава,запугива,варфаломе,попытк,роков,ошибк","попытк (0.625;0.491;0.431) ,роков (0.290;0.583;0.402) ,ошибк (0.286;0.500;0.246) ",0.4,0.525,0.36
Поворотный момент в истории: Порошенко и Варфоломей обсудили результаты Объединительного собора,"поворотн,момент,истор,порошенк,варфолом,обсужда,результат,объединительн,собор","поворотн (0.562;0.480;0.500) ,момент (0.604;0.435;0.509) ,обсужда (0.396;0.769;0.509) ",0.521,0.561,0.506
Варфоломей обсудил с Порошенко результаты объединительного Собора,"варфолом,обсужда,порошенк,результат,объединительн,собор",обсужда (0.396;0.769;0.509) ,0.396,0.769,0.509
