NAME,TOKENS
Президент Украины зовет всех завтра на Софийскую площадь помолиться,"президент,украин,зват,ве,завтр,софийск,площад,помол"
Порошенко поздравил украинцев с Рождеством и рождением независимой церкви - Национальный Банк Новостей,"порошенк,поздравля,украинец,рождеств,рожден,независим,церков,национальн,банк,новост"
Москва – слабее,"москв,слаб"
Порошенко поздравил украинцев с Рождеством,"порошенк,поздравля,украинец,рождеств"
Климкин о Томосе: Транспортироваться будет надежно,"климкин,томос,транспортирова,надежн"
Порошенко поздравил украинцев с Рождеством и пригласил завтра утром на литургию на Софиевской площади,"порошенк,поздравля,украинец,рождеств,приглаша,завтр,утр,литург,софиевск,площад"
Томос об автокефалии ПЦУ: появилась реакция мусульман Украины,"томос,автокефал,пцу,появля,реакц,мусульманин,украин"
Томос об автокефалии ПЦУ доставили в Украину,"томос,автокефал,пцу,доставля,украин"
Украина отошла от России и в религиозной сфере – австрийские СМИ - Национальный Банк Новостей,"украин,отход,росс,религиозн,сфер,австрийск,сми,национальн,банк,новост"
Президент завтра примет участие в Рождественской литургии в Софии Киевской - Национальный Банк Новостей,"президент,завтр,принима,участ,рождественск,литург,соф,киевск,национальн,банк,новост"
Климкин о Томосе: Транспортироваться будет надежно,"климкин,томос,транспортирова,надежн"
Украинцы имеют свою церковь назло России: как польские СМИ отреагировали на Томос для ПЦУ,"украинец,имет,сво,церков,назл,росс,польск,сми,отреагирова,томос,пцу"
Украина отошла от России и в религиозной сфере – австрийские СМИ,"украин,отход,росс,религиозн,сфер,австрийск,сми"
Украинцы имеют свою церковь назло России: как польские СМИ отреагировали на Томос для ПЦУ | Новости Украины (UAZMI),"украинец,имет,сво,церков,назл,росс,польск,сми,отреагирова,томос,пцу,новост,украин,uazmi"
Уже пятый приход УПЦ МП на Львовщине перешел к ПЦУ,"пят,приход,упц,мп,львовщин,переход,пцу"
Процесс транспортировки Томоса в Киев будет надежным — Климкин - Национальный Банк Новостей,"процесс,транспортировк,томос,ки,надежн,климкин,национальн,банк,новост"
Для Кремля автокефалия украинской церкви сравнима с распадом СССР - Порошенко,"кремл,автокефал,украинск,церков,сравним,распад,ссср,порошенк"
Как в УГКЦ восприняли получение Украиной Томоса,"угкц,воспринима,получен,украин,томос"
В Раде предложили переименовать улицы в Киеве в честь Варфоломея и Филарета,"рад,предлага,переименовыва,улиц,ки,чест,варфолом,филарет"
Процесс транспортировки Томоса в Киев будет надежным — Климкин,"процесс,транспортировк,томос,ки,надежн,климкин"
Климкин: Процесс транспортировки Томоса в Киев будет надежным | Новости Украины (UAZMI),"климкин,процесс,транспортировк,томос,ки,надежн,новост,украин,uazmi"
Долгожданное вручение Украине Томоса: как это было (12 фото),"долгожда,вручен,украин,томос,эт,фот"
Как украинские политики и религиозные деятели прокомментировали подписание и вручение томоса,"украинск,политик,религиозн,деятел,прокомментирова,подписан,вручен,томос"
Украина получила Томос. Как это было,"украин,получа,томос,эт"
"Томос – бизнес: Чем расплатится с Константинополем ""Петр Креститель"" - Национальный Банк Новостей","томос,бизнес,расплачива,константинопол,петр,крестител,национальн,банк,новост"
Справедливость восстановлена,"справедлив,восстанавлива"
Вселенский патриарх вручил Томос для ПЦУ Епифанию,"вселенск,патриарх,вруча,томос,пцу,епифан"
Порошенко обещает украинцам религиозную свободу,"порошенк,обеща,украинец,религиозн,свобод"
Вселенский патриарх вручил Томос для ПЦУ Епифанию,"вселенск,патриарх,вруча,томос,пцу,епифан"
Порошенко обещает украинцам религиозную свободу,"порошенк,обеща,украинец,религиозн,свобод"
Видео дня: Томос,"виде,ден,томос"
После томоса начинается новая страница в истории Украины,"томос,начина,нов,страниц,истор,украин"
Парубий сообщил,"паруб,сообща"
Московский патриархат исключил совместные службы с ПЦУ,"московск,патриархат,исключа,совместн,служб,пцу"
Украинские политики приветствовали получения Томоса,"украинск,политик,приветствова,получен,томос"
Парубий сообщил,"паруб,сообща"
Цветок единства появляется на земле. ПЦУ стала 15-й церковью,"цветок,единств,появля,земл,пцу,станов,й,церков"
Господь сделал нам огромный подарок на Рождество — Порошенко,"господ,сдела,огромн,подарок,рождеств,порошенк"
Господь сделал нам огромный подарок на Рождество — Порошенко - Национальный Банк Новостей,"господ,сдела,огромн,подарок,рождеств,порошенк,национальн,банк,новост"
Томос подписали и вручили - что будет дальше с церковью в Украине,"томос,подписыва,вруча,далек,церков,украин"
Парубий назвал дату прибытия томоса в Украину,"паруб,называ,дат,прибыт,томос,украин"
Митрополит Епифаний в Константинополе призывает церковь молиться за мир в Украине,"митропол,епифан,константинопол,призыва,церков,мол,мир,украин"
Порошенко о Томосе: Господь увидел и оценил борьбу украинского народа,"порошенк,томос,господ,увидет,оценива,борьб,украинск,народ"
Варфоломей навсегда останется в истории православной церкви - Порошенко,"варфолом,навсегд,остава,истор,православн,церков,порошенк"
Государство будет уважать свободу вероисповедания каждого украинца - Порошенко,"государств,уважа,свобод,вероисповедан,кажд,украинец,порошенк"
Справедливость восстановлена,"справедлив,восстанавлива"
Варфоломей навсегда останется в истории православной церкви - Порошенко - Национальный Банк Новостей,"варфолом,навсегд,остава,истор,православн,церков,порошенк,национальн,банк,новост"
Православная церковь Украины официально получила томос об автокефалии,"православн,церков,украин,официальн,получа,томос,автокефал"
"Порошенко: ""Томос – это фактически еще один акт провозглашения независимости""","порошенк,томос,эт,фактическ,акт,провозглашен,независим"
Томос является еще одним Актом провозглашения независимости Украины - Порошенко,"томос,явля,акт,провозглашен,независим,украин,порошенк"
Второй Акт провозглашения независимости: Порошенко приветствовал Томос для Украины,"втор,акт,провозглашен,независим,порошенк,приветствова,томос,украин"
"Долгожданное ""да"": Порошенко назвал томос еще одним актом независимости Украины","долгожда,порошенк,называ,томос,акт,независим,украин"
Православная церковь Украины получила Томос об автокефалии,"православн,церков,украин,получа,томос,автокефал"
Томос – это,"томос,эт"
Томос для церкви Украины: Епифаний получил грамоту об автокефалии,"томос,церков,украин,епифан,получа,грамот,автокефал"
"Парубий сделал фото с Томосом и ""Нариком""","паруб,сдела,фот,томос,нарик"
Епифанию вручили Томос,"епифан,вруча,томос"
Вселенский патриарх Варфоломей вручил митрополиту Киевскому и всея Украины Епифанию Томос об автокефалии ПЦУ,"вселенск,патриарх,варфолом,вруча,митропол,киевск,ве,украин,епифан,томос,автокефал,пцу"
В Стамбуле проходит праздничная литургия и церемония передачи Томоса: онлайн-трансляция,"стамбул,проход,праздничн,литург,церемон,передач,томос,онлайн,трансляц"
Порошенко примет участие в рождественском богослужении в Софии Киевской,"порошенк,принима,участ,рождественск,богослужен,соф,киевск"
Украина получила томос об автокефалии,"украин,получа,томос,автокефал"
Вселенский Патриарх вручил митрополиту Епифанию Томос Православной церкви Украины,"вселенск,патриарх,вруча,митропол,епифан,томос,православн,церков,украин"
В Стамбуле продолжается служба,"стамбул,продолжа,служб"
Патриарх Варфоломей вручил Томос Православной церкви Украины,"патриарх,варфолом,вруча,томос,православн,церков,украин"
"Томос – бизнес: Чем расплатится с Константинополем ""Петр Креститель""","томос,бизнес,расплачива,константинопол,петр,крестител"
Православная церковь Украины получила томос (фото,"православн,церков,украин,получа,томос,фот"
Православная церковь Украины получила томос (видео),"православн,церков,украин,получа,томос,виде"
Патриарх Варфоломей вручил Томос Православной церкви Украины - Национальный Банк Новостей,"патриарх,варфолом,вруча,томос,православн,церков,украин,национальн,банк,новост"
Украина получила Томос | ВЕСТИ,"украин,получа,томос,вест"
Исторический момент. Предстоятелю Православной церкви Украины наконец вручили Томос,"историческ,момент,предстоятел,православн,церков,украин,вруча,томос"
Сегодня Украина получит Томос об автокефалии,"сегодн,украин,получа,томос,автокефал"
Сегодня Украина получит Томос об автокефалии,"сегодн,украин,получа,томос,автокефал"
В Стамбуле началась процедура передачи Томоса для Украины,"стамбул,начина,процедур,передач,томос,украин"
Церемония передачи Томоса: онлайн-трансляция,"церемон,передач,томос,онлайн,трансляц"
Украина получает томос об автокефалии. День второй [хроника,"украин,получа,томос,автокефал,ден,втор,хроник"
"Порошенко будет иметь ""собственный"" Томос","порошенк,имет,собствен,томос"
Сегодня в Стамбуле Православная церковь Украины получит Томос,"сегодн,стамбул,православн,церков,украин,получа,томос"
6 января. Памятные даты,"январ,памятн,дат"
"Порошенко будет иметь ""собственный"" Томос | Новости Украины (UAZMI)","порошенк,имет,собствен,томос,новост,украин,uazmi"
Церемония передачи Томоса и праздничная литургия в Стамбуле. Онлайн-трансляция,"церемон,передач,томос,праздничн,литург,стамбул,онлайн,трансляц"
Порошенко наградил орденами священнослужителей Вселенского патриархата,"порошенк,награжда,орд,священнослужител,вселенск,патриархат"
Опубликован текст томоса на украинском языке - Национальный Банк Новостей,"опубликовыва,текст,томос,украинск,язык,национальн,банк,новост"
Видео дня: в Константинополе зазвучала украинская колядка,"виде,ден,константинопол,зазвуча,украинск,колядк"
Нервничали и шептали: как российские журналисты реагировали на церемонию подписания Томоса,"нервнича,шепта,российск,журналист,реагирова,церемон,подписан,томос"
Нервничали и шептали: как российские журналисты реагировали на церемонию подписания Томоса | Новости Украины (UAZMI),"нервнича,шепта,российск,журналист,реагирова,церемон,подписан,томос,новост,украин,uazmi"
Парубий: Украинская поместная независимая автокефальная церковь – это вопрос безопасности,"паруб,украинск,поместн,независим,автокефальн,церков,эт,вопрос,безопасн"
Томос. Перевод текста на украинский язык - Национальный Банк Новостей,"томос,перевод,текст,украинск,язык,национальн,банк,новост"
Варфоломей собирается посетить Украину,"варфолом,собира,посеща,украин"
Вселенский патриархат упомянул Порошенко в Томосе для Украины - Национальный Банк Новостей,"вселенск,патриархат,упомина,порошенк,томос,украин,национальн,банк,новост"
Опубликован полный текст Томоса об автокефалии Православной церкви Украины,"опубликовыва,полн,текст,томос,автокефал,православн,церков,украин"
Томос об автокефалии для Православной церкви Украины: полный текст,"томос,автокефал,православн,церков,украин,полн,текст"
Кто из украинских политиков прибыл на вручение Томоса: видео,"украинск,политик,прибыва,вручен,томос,виде"
Вселенский патриархат упомянул Порошенко в Томосе для Украины,"вселенск,патриархат,упомина,порошенк,томос,украин"
Парубий надеется на скорейший визит Вселенского патриарха Варфоломея в Киев,"паруб,надея,скор,виз,вселенск,патриарх,варфолом,ки"
Томос не о том,томос
Появился полный текст подписанного томоса,"появля,полн,текст,подписыва,томос"
Выпуск новостей за 17:00: Встреча Порошенко с Эрдоганом. Как подписывали Томос для ПЦУ,"выпуск,новост,встреч,порошенк,эрдога,подписыва,томос,пцу"
Выпуск новостей за 17:00: Встреча Порошенко с Эрдоганом. Как подписывали Томос для ПЦУ | Новости Украины (UAZMI),"выпуск,новост,встреч,порошенк,эрдога,подписыва,томос,пцу,новост,украин,uazmi"
Обнародован текст томоса для Православной церкви Украины,"обнародова,текст,томос,православн,церков,украин"
Томос об автокефалии ПЦУ: опубликован полный текст документа,"томос,автокефал,пцу,опубликовыва,полн,текст,документ"
Огромный соблазн для верующих,"огромн,соблазн,вер"
Порошенко отблагодарил Варфоломея за Томос для Украины: опубликовано фото,"порошенк,отблагодар,варфолом,томос,украин,опубликовыва,фот"
Провозглашаем установленную в пределах территории Украины Автокефальную Церковь нашей духовной дочерью и призываем Православные Церкви признавать ее как сестру: Полный текст Томоса | Новости Украины (UAZMI),"провозглаша,установлен,предел,территор,украин,автокефальн,церков,наш,духовн,доч,призыва,православн,церков,признава,сестр,полн,текст,томос,новост,украин,uazmi"
"Полный текст Томоса: ""Провозглашаем установленную в пределах территории Украины Автокефальную Церковь нашей духовной дочерью и призываем Православные Церкви признавать ее как сестру"" | Новости Украины (UAZMI)","полн,текст,томос,провозглаша,устанавлива,предел,территор,украин,автокефальн,церков,наш,духовн,доч,призыва,православн,церков,признава,сестр,новост,украин,uazmi"
Порошенко опубликовал текст томоса,"порошенк,опубликовыва,текст,томос"
Обнародован перевод томоса об автокефалии Православной церкви Украины,"обнародова,перевод,томос,автокефал,православн,церков,украин"
После подписания томоса в резиденции Варфоломея спели известную украинскую колядку,"подписан,томос,резиденц,варфолом,спет,известн,украинск,колядк"
Порошенко наградил патриарха Варфоломея орденом и пригласил в Украину,"порошенк,награжда,патриарх,варфолом,орд,приглаша,украин"
Порошенко и патриарх Варфоломей обменялись наградами,"порошенк,патриарх,варфолом,обменя,наград"
Порошенко наградил патриарха Варфоломея орденом и пригласил его в Украину,"порошенк,награжда,патриарх,варфолом,орд,приглаша,украин"
Томос. Перевод текста на украинский язык,"томос,перевод,текст,украинск,язык"
Томос для Украины: обнародован полный текст исторического документа,"томос,украин,обнародова,полн,текст,историческ,документ"
Варфоломей подписал Томос об автокефалии ПЦУ: опубликован перевод исторического документа,"варфолом,подписыва,томос,автокефал,пцу,опубликовыва,перевод,историческ,документ"
Варфоломей об автокефалии для Украины: Киев получит Томос в материнской церкви,"варфолом,автокефал,украин,ки,получа,томос,материнск,церков"
Митрополит Епифаний: Никогда не забудем того,"митропол,епифан,забыва"
"Порошенко наградил Варфоломея орденом ""За заслуги""","порошенк,награжда,варфолом,орд,заслуг"
Порошенко наградил Варфоломея орденом,"порошенк,награжда,варфолом,орд"
Церковь есть. Варфоломей подписал томос для Украины. Хроника,"церков,варфолом,подписыва,томос,украин,хроник"
Томос об автокефалии ПЦУ: опубликован полный текст исторического документа,"томос,автокефал,пцу,опубликовыва,полн,текст,историческ,документ"
Автокефалия для Украины - что на самом деле написано в тексте Томоса,"автокефал,украин,сам,дел,написа,текст,томос"
Митрополит Епифаний: Никогда не забудем того,"митропол,епифан,забыва"
Без Филарета,филарет
Томос,томос
Перевод Томоса об автокефалии ПЦУ опубликовал посол Украины в Турции,"перевод,томос,автокефал,пцу,опубликовыва,посол,украин,турц"
Не ПЦУ,пцу
Как выглядит Томос об автокефалии Православной церкви Украины: фото,"выглядет,томос,автокефал,православн,церков,украин,фот"
Варфоломей,варфолом
Перевод Томоса об автокефалии ПЦУ опубликовал посол Украины в Турции | Новости Украины (UAZMI),"перевод,томос,автокефал,пцу,опубликовыва,посол,украин,турц,новост,украин,uazmi"
Томос готов: Варфоломей подписал грамоту об автокефалии,"томос,готов,варфолом,подписыва,грамот,автокефал"
Что прописано в Томосе об автокефалии Православной церкви Украины: обнародован текст подписанного документа,"прописыва,томос,автокефал,православн,церков,украин,обнародова,текст,подписыва,документ"
Украина имела полное право требовать автокефалию – патриарх Варфоломей,"украин,имет,полн,прав,требова,автокефал,патриарх,варфолом"
Порошенко впал в экстаз после подписания томоса ПЦУ,"порошенк,впада,экстаз,подписан,томос,пцу"
Посол Украины в Турции обнародовал текст подписанного Томоса [фото],"посол,украин,турц,обнародова,текст,подписыва,томос,фот"
Парубий инициирует законопроект о переходе церквей УПЦ МП в ПЦУ,"паруб,инициирова,законопроект,переход,церков,упц,мп,пцу"
"Томос для Украины - Варфоломей подписал Томос для ПЦУ - видео смотреть - ""ФАКТЫ""","томос,украин,варфолом,подписыва,томос,пцу,виде,смотрет,факт"
В Стамбуле подписали Томос для Православной церкви Украины,"стамбул,подписыва,томос,православн,церков,украин"
В РПЦ отреагировали на подписание томоса для Украины,"рпц,отреагирова,подписан,томос,украин"
Как проходила церемония подписания томоса для Православной церкви Украины - фото,"проход,церемон,подписан,томос,православн,церков,украин,фот"
Этого момента долгие годы ждали украинцы: Варфоломей подписал Томос об автокефалии ПЦУ,"момент,долг,год,ждат,украинец,варфолом,подписыва,томос,автокефал,пцу"
Вселенский патриарх Варфоломей подписал Томос об автокефалии ПЦУ,"вселенск,патриарх,варфолом,подписыва,томос,автокефал,пцу"
Патриарх Варфоломей подписал томос для ПЦУ,"патриарх,варфолом,подписыва,томос,пцу"
Простая бумага: РПЦ отреагировала на подписание патриархом Варфоломеем томоса ПЦУ,"прост,бумаг,рпц,отреагирова,подписан,патриарх,варфолом,томос,пцу"
Опубликовано фото томоса ПЦУ,"опубликовыва,фот,томос,пцу"
Церемония подписания томоса для Украины: онлайн-трансляция,"церемон,подписан,томос,украин,онлайн,трансляц"
Варфоломей подписал Томос об автокефалии Православной церкви Украины,"варфолом,подписыва,томос,автокефал,православн,церков,украин"
Варфоломей подписал Томос об автокефалии Православной церкви Украины [фото],"варфолом,подписыва,томос,автокефал,православн,церков,украин,фот"
Тяжелый был путь,"тяжел,пут"
Вселенский патриарх подписал Томос для Православной церкви Украины,"вселенск,патриарх,подписыва,томос,православн,церков,украин"
Вселенский патриарх подписал Томос для Православной церкви Украины - Национальный Банк Новостей,"вселенск,патриарх,подписыва,томос,православн,церков,украин,национальн,банк,новост"
"Явление ""святого Нарика"". На вручение Томоса в Стамбул прибыл ""авторитет"" из Днепра","явлен,свят,нарик,вручен,томос,стамбул,прибыва,авторитет,днепр"
Томос об автокефалии ПЦУ подписан патриархом Варфоломеем,"томос,автокефал,пцу,подписыва,патриарх,варфолом"
Варфоломей подписал томос для Православной Церкви в Украине,"варфолом,подписыва,томос,православн,церков,украин"
Томос автокефалии выставят на обозрение,"томос,автокефал,выставля,обозрен"
Порошенко в Стамбуле встретился с Эрдоганом: что обсуждали,"порошенк,стамбул,встреча,эрдога,обсужда"
Исторический момент: онлайн-трансляция церемонии подписания Томоса об автокефалии для Украины,"историческ,момент,онлайн,трансляц,церемон,подписан,томос,автокефал,украин"
"Порошенко назвал Вселенского патриарха ""соучредителем Украины""","порошенк,называ,вселенск,патриарх,соучредител,украин"
Томос для Украины: церемония подписания в Стамбуле - Национальный Банк Новостей,"томос,украин,церемон,подписан,стамбул,национальн,банк,новост"
Подписание томоса для Православной церкви Украины (ПРЯМОЙ ЭФИР),"подписан,томос,православн,церков,украин,прям,эфир"
В Стамбуле началась процедура подписания Томоса [онлайн-хроника],"стамбул,начина,процедур,подписан,томос,онлайн,хроник"
Исторический день: в Стамбуле прошла церемония подписания Томоса для Православной церкви Украины (событие завершено),"историческ,ден,стамбул,проход,церемон,подписан,томос,православн,церков,украин,событ,заверша"
Исторический день: в Стамбуле началась церемония подписания Томоса для Православной церкви Украины (прямая трансляция),"историческ,ден,стамбул,начина,церемон,подписан,томос,православн,церков,украин,прям,трансляц"
Томос для Украины: церемония подписания в Стамбуле,"томос,украин,церемон,подписан,стамбул"
Украинская делегация прибыла в Стамбул получать томос,"украинск,делегац,прибыва,стамбул,получа,томос"
Томос автокефалии выставят на обозрение,"томос,автокефал,выставля,обозрен"
Сегодня в Стамбуле начнется процедура предоставления Томоса об автокефалии,"сегодн,стамбул,начина,процедур,предоставлен,томос,автокефал"
На Фанар уже доставили оригинал Томоса для Украины: дальнейшие шаги Варфоломея и церкви,"фанар,доставля,оригина,томос,украин,дальн,шаг,варфолом,церков"
Украинская делегация прибыла в Стамбул для получения Томоса: первые фото,"украинск,делегац,прибыва,стамбул,получен,томос,перв,фот"
Патриарх Варфоломей сегодня подпишет Томос для Украины,"патриарх,варфолом,сегодн,подписыва,томос,украин"
Украинская делегация прибыла в Стамбул за томосом,"украинск,делегац,прибыва,стамбул,томос"
Патриарх Варфоломей сегодня подпишет Томос для Украины - Национальный Банк Новостей,"патриарх,варфолом,сегодн,подписыва,томос,украин,национальн,банк,новост"
Сегодня Вселенский патриарх подпишет томос для ПЦУ,"сегодн,вселенск,патриарх,подписыва,томос,пцу"
В Стамбуле проходит церемония подписания томоса для Украины: онлайн-трансляция,"стамбул,проход,церемон,подписан,томос,украин,онлайн,трансляц"
В Киеве пройдет первое богослужение в Ставропигии Вселенской патриархии,"ки,пройт,перв,богослужен,ставропиг,вселенск,патриарх"
Президент Украины прибыл в Стамбул,"президент,украин,прибыва,стамбул"
Сегодня Вселенский патриарх подпишет томос для ПЦУ,"сегодн,вселенск,патриарх,подписыва,томос,пцу"
Исторический день: в Стамбуле сегодня подпишут Томос для Православной церкви Украины,"историческ,ден,стамбул,сегодн,подписыва,томос,православн,церков,украин"
Исторический день: в Стамбуле сегодня подпишут Томос для Православной церкви Украины (прямая трансляция),"историческ,ден,стамбул,сегодн,подписыва,томос,православн,церков,украин,прям,трансляц"
Какой томос привезет Порошенко из Стамбула - и причем здесь греко-католики: исторические аналогии,"томос,привоз,порошенк,стамбул,прич,грек,католик,историческ,аналог"
Вручение Томоса Православной церкви Украины: главные подробности,"вручен,томос,православн,церков,украин,главн,подробн"
Изготовленный на пергаменте афонским иконописцем Томос для ПЦУ уже на Фанаре,"изготавлива,пергамент,афонск,иконописец,томос,пцу,фанар"
Ночь перед Томосом обещает быть бессонной - Национальный Банк Новостей,"ноч,томос,обеща,бессон,национальн,банк,новост"
Главу ПЦУ Епифания спросили о звонках в администрацию Порошенко,"глав,пцу,епифан,спрашива,звонок,администрац,порошенк"
Как Украина будет получать Томос: обнародована программа,"украин,получа,томос,обнародова,программ"
Как Украина будет получать Томос | Новости Украины (UAZMI),"украин,получа,томос,новост,украин,uazmi"
Вселенский патриарх подпишет и вручит Томос об автокефалии ПЦУ ее предстоятелю митрополиту Епифанию,"вселенск,патриарх,подписыва,вруча,томос,автокефал,пцу,предстоятел,митропол,епифан"
В Киеве на Рождество украинцам покажут Томос,"ки,рождеств,украинец,показыва,томос"
Как Украине в Стамбуле будут Томос давать,"украин,стамбул,томос,дава"
Как ПЦУ получит томос об автокефалии: программа,"пцу,получа,томос,автокефал,программ"
"Как Украина получает Томос: все детали исторического события 5-6 января в выпусках ""Сегодня"" из Стамбула","украин,получа,томос,детал,историческ,событ,январ,выпуск,сегодн,стамбул"
На Рождество в Софии Киевской проведут богослужение и продемонстрируют Томос,"рождеств,соф,киевск,провод,богослужен,продемонстрирова,томос"
Турецкая пресса подтверждает,"турецк,пресс,подтвержда"
Верующим покажут томос и молящегося Порошенко на большом экране,"вер,показыва,томос,мол,порошенк,больш,экра"
На Рождество в Киеве покажут Томос об автокефалии,"рождеств,ки,показыва,томос,автокефал"
На Рождество в Киеве покажут томос об автокефалии,"рождеств,ки,показыва,томос,автокефал"
Варфоломей призвал глав поместных церквей признать автокефалию ПЦУ,"варфолом,призыва,глав,поместн,церков,признава,автокефал,пцу"
"Самый унылый совок: журналист раскрыл детали ""томос-тура"" Порошенко","сам,уныл,совок,журналист,раскрыва,детал,томос,тур,порошенк"
Томос для Украины: обнародована программа получения,"томос,украин,обнародова,программ,получен"
Украина получит Томос: кто поедет к Варфоломею и какой будет церемония,"украин,получа,томос,поеха,варфолом,церемон"
Епифаний,епифан
Получать Томос в Стамбул поедут Порошенко и Парубий,"получа,томос,стамбул,поеха,порошенк,паруб"
Томос,томос
Украина в шаге от томоса,"украин,шаг,томос"
Стала известна программа получения томоса,"станов,известн,программ,получен,томос"
Томос,томос
Епифаний рассказал,"епифан,рассказыва"
На Украине задержали тираж рождественского послания патриарха Кирилла,"украин,задержива,тираж,рождественск,послан,патриарх,кирилл"
На Украине задержали тираж рождественского послания патриарха Кирилла,"украин,задержива,тираж,рождественск,послан,патриарх,кирилл"
Артур Герасимов: Президент Украины — это очень конструктивный оптимист,"артур,герасим,президент,украин,эт,очен,конструктивн,оптимист"
Слияние с поглощением. Зачем греко-католики хотят объединиться с ПЦУ,"слиян,поглощен,грек,католик,хотет,объединя,пцу"
Ночь перед Томосом обещает быть бессонной,"ноч,томос,обеща,бессон"
Киево-Печерскую Лавру готовятся отобрать у УПЦ. Руководство музея готовит иск,"киев,печерск,лавр,готов,отбира,упц,руководств,муз,готов,иск"
Автокефалия или раскол,"автокефал,раскол"
