NAME,TOKENS
Олексій Гончаренко народний депутат України,"олекс,й,гончаренк,народн,депутат,укр"
Новогоднее поздравление Президента Украины Петра Порошенко с 2019 годом: видео,"новогодн,поздравлен,президент,украин,петр,порошенк,год,виде"
Делал селфи,"дела,селф"
Епифаний порадовал новостями о томосе для ПЦУ,"епифан,порадова,новост,томос,пцу"
Исторический момент. Главные заявления и реакция на предоставление Томоса Православной церкви Украины,"историческ,момент,главн,заявлен,реакц,предоставлен,томос,православн,церков,украин"
Кличко собирается бросить вызов Порошенко на президентских выборах-2019,"кличк,собира,броса,выз,порошенк,президентск,выбор"
Мустафа Джемилев,"мустаф,джемил"
Конец года. Нервы на пределе: Кирилл написал слезное письмо Варфоломею,"конец,год,нерв,предел,кирилл,написа,слезн,письм,варфолом"
Пейзаж перед битвой. 10 главных вопросов о выборах президента и о том,"пейзаж,битв,главн,вопрос,выбор,президент"
Епифаний рассказал,"епифан,рассказыва"
Новые экзархаты РПЦ: эксперты объяснили,"нов,экзархат,рпц,эксперт,объясня"
Томос,томос
Предстоятель ПЦУ сказал,"предстоятел,пцу,сказа"
"В УПЦ сочли ""новую церковь"" вассальным захватом греков","упц,счест,нов,церков,вассальн,захват,грек"
Митрополит Епифаний: Процедура предоставления Томоса начнется 5 января,"митропол,епифан,процедур,предоставлен,томос,начина,январ"
"В УПЦ сочли ""новую церковь"" вассальным захватом греков","упц,счест,нов,церков,вассальн,захват,грек"
Ряд украинских епархий подтвердили верность канонической УПЦ,"ряд,украинск,епарх,подтвержда,верност,каноническ,упц"
Ряд украинских епархий подтвердили верность канонической УПЦ,"ряд,украинск,епарх,подтвержда,верност,каноническ,упц"
Православные титушки: эксперт предупредил,"православн,титушк,эксперт,предупрежда"
Митрополит Епифаний рассказал подробности о получении Томоса,"митропол,епифан,рассказыва,подробн,получен,томос"
Митрополит Епифаний рассказал о деталях получения Томоса,"митропол,епифан,рассказыва,детал,получен,томос"
Порошенко: В этом году Рождество будет очень особенным - Национальный Банк Новостей,"порошенк,год,рождеств,очен,особен,национальн,банк,новост"
Митрополит Епифаний назвал дату предоставления Томоса Украинской церкви,"митропол,епифан,называ,дат,предоставлен,томос,украинск,церков"
Порошенко: В этом году Рождество будет очень особенным,"порошенк,год,рождеств,очен,особен"
Раскол в УПЦ МП: Как общины идут от московских попов в ПЦУ,"раскол,упц,мп,общин,идт,московск,поп,пцу"
Начался необратимый процесс. Интервью с архиереем Симеоном,"начина,необратим,процесс,интерв,архиер,симеон"
Социолог связала рост рейтинга Порошенко с созданием Православной церкви Украины,"социолог,связыва,рост,рейтинг,порошенк,создан,православн,церков,украин"
Митрополит Черкасский Софроний: это не автокефалия,"митропол,черкасск,софрон,эт,автокефал"
Зеленский идет на выборы: новый Рейган или второй Кличко?,"зеленск,идт,выбор,нов,рейга,втор,кличк"
"СМИ рассказали о предвыборном ""томос-туре"" Порошенко","сми,рассказыва,предвыборн,томос,тур,порошенк"
Грузинская церковь сделала неоднозначное заявление о ПЦУ,"грузинск,церков,сдела,неоднозначн,заявлен,пцу"
Зеленский идет на выборы: новый Рейган или второй Кличко?,"зеленск,идт,выбор,нов,рейга,втор,кличк"
Пять побед и две проблемы: чего достигла Украина за 2018 год на дипломатическом фронте,"пят,побед,проблем,достига,украин,год,дипломатическ,фронт"
Из жизни теленасекомых,"жизн,теленасеком"
"Поп из РПЦ грозится показать верующим ""самостоятельную Церковь и кузькину мать""","поп,рпц,гроз,показыва,вер,самостоятельн,церков,кузькин,мат"
Закон о переименовании УПЦ МП вступил в силу,"закон,переименован,упц,мп,вступа,сил"
Раскол в УПЦ МП: Как общины идут от московских попов в ПЦУ,"раскол,упц,мп,общин,идт,московск,поп,пцу"
Пять побед и две проблемы: чего достигла Украина за 2018 год на дипломатическом фронте,"пят,побед,проблем,достига,украин,год,дипломатическ,фронт"
Внешнеполитические итоги деятельности украинской власти в 2018 году,"внешнеполитическ,итог,деятельн,украинск,власт,год"
Еще один приход Московского патриархата перешла к Единой поместной церкви,"приход,московск,патриархат,переход,един,поместн,церков"
Из жизни теленасекомых,"жизн,теленасеком"
Итоги 2018: Победы Украины и украинцев,"итог,побед,украин,украинец"
Стало известно,"станов,известн"
Неожиданная свобода для белорусских православных. Что они выберут: Москву,"неожида,свобод,белорусск,православн,выбира,москв"
Приход Московского патриархата на Хмельнитчине перешел в Единую поместную церковь,"приход,московск,патриархат,хмельнитчин,переход,един,поместн,церков"
Папа Римский в рождественском послании: Пусть Бог принесет облегчение дорогой Украине,"пап,римск,рождественск,послан,пуст,бог,принос,облегчен,дорог,украин"
Папа Римский в рождественском послании: Пусть Бог принесет облегчение дорогой Украине - Национальный Банк Новостей,"пап,римск,рождественск,послан,пуст,бог,принос,облегчен,дорог,украин,национальн,банк,новост"
Порошенко объяснил,"порошенк,объясня"
В Московском патриархате хотят судиться из-за закона о названии церкви,"московск,патриархат,хотет,суд,закон,назван,церков"
В Московском патриархате хотят судиться из-за закона о названии церкви - Национальный Банк Новостей,"московск,патриархат,хотет,суд,закон,назван,церков,национальн,банк,новост"
Несколько приходов УПЦ во Львовской области присоединились к ПЦУ,"нескольк,приход,упц,львовск,област,присоединя,пцу"
Брал конфетами Roshen: Варфоломей красиво ответил РПЦ на ''взятки'' за Томос Украине,"брат,конфет,roshen,варфолом,красив,отвеча,рпц,взятк,томос,украин"
Журналисты обнародовали полную версию разговора Епифания с пранкерами,"журналист,обнародова,полн,верс,разговор,епифан,пранкер"
СМИ нашли в Киеве гигантский билборд Порошенко с рекламой ПЦУ: фотофакт,"сми,наход,ки,гигантск,билборд,порошенк,реклам,пцу,фотофакт"
Онуфрий – агент Путина: опубликована запись разговора Епифания с пранкером,"онуфр,агент,путин,опубликовыва,зап,разговор,епифан,пранкер"
На этом посту мы видим только Порошенко. Пранкеры поговорили с Епифанием о выборах президента и правах ЛГБТ,"пост,видет,порошенк,пранкер,поговор,епифан,выбор,президент,прав,лгбт"
Томос и тимос: Какими должны быть отношения церкви и украинского общества?,"томос,тимос,должн,отношен,церков,украинск,обществ"
В УПЦ МП удивились скорости Порошенко,"упц,мп,удивля,скорост,порошенк"
Порошенко подписал закон о переименовании УПЦ МП,"порошенк,подписыва,закон,переименован,упц,мп"
Порошенко подписал закон о переименовании УПЦ МП,"порошенк,подписыва,закон,переименован,упц,мп"
"В день получения Томоса студия ""Сегодня"" переместится в Стамбул","ден,получен,томос,студ,сегодн,перемеща,стамбул"
Начался необратимый процесс. Интервью с архиереем Симеоном,"начина,необратим,процесс,интерв,архиер,симеон"
Пиар-собор: украинцев отвлекают от роста тарифов - Национальный Банк Новостей,"пиар,собор,украинец,отвлека,рост,тариф,национальн,банк,новост"
УПЦ не имеет никаких оснований для смены названия,"упц,имет,никак,основан,смен,назван"
Нардепы имели в виду кого-то другого. В УПЦ заявили,"нардеп,имет,вид,упц,заявля"
УПЦ попросила Порошенко наложить вето на закон о переименовании церкви,"упц,попрос,порошенк,налага,вет,закон,переименован,церков"
В Госдуме прокомментировали закон о смене названия УПЦ,"госдум,прокомментирова,закон,смен,назван,упц"
УПЦ попросила Порошенко наложить вето на закон о переименовании церкви,"упц,попрос,порошенк,налага,вет,закон,переименован,церков"
В Госдуме прокомментировали закон о смене названия УПЦ,"госдум,прокомментирова,закон,смен,назван,упц"
Лавринович объяснил,"лавринович,объясня"
"Навстречу Томосу: ""Переименовать","навстреч,томос,переименовыва"
В УПЦ МП отреагировали на закон Рады по смене названия церкви,"упц,мп,отреагирова,закон,рад,смен,назван,церков"
В УПЦ МП отреагировали на закон Рады по смене названия церкви,"упц,мп,отреагирова,закон,рад,смен,назван,церков"
Уму непостижимо: Путин рассказал,"ум,непостижим,путин,рассказыва"
В Киеве утвердили устав автокефальной ПЦУ,"ки,утвержда,уста,автокефальн,пцу"
Епифаний в детстве - где вырос и как учился предстоятель ПЦУ,"епифан,детств,выраста,уч,предстоятел,пцу"
Под своим крестом,"сво,крест"
Порошенко призвал украинцев верить в Бога и святого Николая,"порошенк,призыва,украинец,вер,бог,свят,никола"
"Навстречу Томосу: ""Переименовать","навстреч,томос,переименовыва"
Новая украинская церковь - православные верующие Беларуси не имеют права участвовать в служениях,"нов,украинск,церков,православн,вер,белар,имет,прав,участвова,служен"
В Украине начали подготовку к перерегистрации всех религиозных организаций - СМИ,"украин,начина,подготовк,перерегистрац,ве,религиозн,организац,сми"
Один из храмов УПЦ МП перешел в Православную церковь Украины,"храм,упц,мп,переход,православн,церков,украин"
При переходе общин в Православную церковь Украины проблем с храмами не будет - юристы,"переход,общин,православн,церков,украин,проблем,храм,юрист"
"Митрополит церкви Святого Джавелина: в ПЦУ под аплодисменты прихожан перешел еще один ""московский"" митрополит","митропол,церков,свят,джавелин,пцу,аплодисмент,прихожанин,переход,московск,митропол"
Порошенко в январе поедет в Константинополь,"порошенк,январ,поеха,константинопол"
Затяжные новогодние каникулы будут начинаться с 15 декабря,"затяжн,новогодн,каникул,начина,декабр"
Deep State против глубинного Царства. Битва №1. Киев,"deep,state,прот,глубин,царств,битв,ки"
Порошенко поедет за томосом в Стамбул,"порошенк,поеха,томос,стамбул"
Президент готовится к передаче храмов Варфоломею,"президент,готов,передач,храм,варфолом"
СБУ планирует вызвать на допрос настоятеля Киево-Печерской лавры,"сбу,планирова,вызыва,допрос,настоятел,киев,печерск,лавр"
СБУ планирует вызвать на допрос настоятеля Киево-Печерской лавры,"сбу,планирова,вызыва,допрос,настоятел,киев,печерск,лавр"
Пиар-собор: украинцев отвлекают от роста тарифов на церковь,"пиар,собор,украинец,отвлека,рост,тариф,церков"
Объединительный Собор в Киеве стал поворотным моментом во вселенском православии – Президент провел телефонный разговор с Патриархом Варфоломеем,"объединительн,собор,ки,станов,поворотн,момент,вселенск,православ,президент,провод,телефон,разговор,патриарх,варфолом"
Помпео выразил поддержку свободе вероисповедания в Украине,"помпе,выража,поддержк,свобод,вероисповедан,украин"
Затяжные новогодние каникулы будут начинаться с 15 декабря,"затяжн,новогодн,каникул,начина,декабр"
Украина VS Россия: Порошенко дал верующим совет,"украин,vs,росс,порошенк,дава,вер,совет"
День рождения Филарета в Украине отпразднуют на государственном уровне,"ден,рожден,филарет,украин,отпразднова,государствен,уровен"
что пишут о ПЦУ иностранные медиа,"писа,пцу,иностра,мед"
Достижение Порошенка и проигрыш Путина: что пишут о ПЦУ иностранные медиа | Факты ICTV,"достижен,порошенк,проигрыш,путин,писа,пцу,иностра,мед,факт,ictv"
Верующие самостоятельно будут выбирать церковь,"вер,самостоятельн,выбира,церков"
Слава богу,"слав,бог"
Порошенко поблагодарил Филарета за роль в создании автокефальной Православной церкви,"порошенк,поблагодар,филарет,рол,создан,автокефальн,православн,церков"
Порошенко поблагодарил Филарета за роль в создании автокефальной Православной церкви - Национальный Банк Новостей,"порошенк,поблагодар,филарет,рол,создан,автокефальн,православн,церков,национальн,банк,новост"
Рождение ПЦУ. Кто в мире поздравил и раскритиковал новую церковь,"рожден,пцу,мир,поздравля,раскритиковыва,нов,церков"
Епископ Зоря: Ватикан фактически признал силу ПЦУ,"епископ,зор,ватика,фактическ,признава,сил,пцу"
Десятки церквей и $150 миллионов: журналист рассказал о тайных договоренностях Порошенко и Варфоломея,"десяток,церков,миллион,журналист,рассказыва,тайн,договорен,порошенк,варфолом"
Константинополь дал Москве путь к отступлению,"константинопол,дава,москв,пут,отступлен"
От Томоса в холодильнике у людей гуще не станет - политолог,"томос,холодильник,человек,гущ,станов,политолог"
Как отразится томос на дальнейшей судьбе Украины и России,"отража,томос,дальн,судьб,украин,росс"
Как отразится томос на дальнейшей судьбе Украины и России,"отража,томос,дальн,судьб,украин,росс"
Порошенко: Мы объединили три ветви украинского православия в Единую Церковь - Национальный Банк Новостей,"порошенк,объединя,ветв,украинск,православ,един,церков,национальн,банк,новост"
Украинская церковь больше не будет молиться по указанию Москвы,"украинск,церков,мол,указан,москв"
Порошенко: Мы объединили три ветви украинского православия в Единую Церковь,"порошенк,объединя,ветв,украинск,православ,един,церков"
Словно окончание спектакля в театре: появилось видео,"словн,окончан,спектакл,театр,появля,виде"
Порошенко о вступлении в ЕС и НАТО: Так же не верили,"порошенк,вступлен,ес,нат,вер"
Порошенко признался,"порошенк,признава"
Баба Яга – против: каких сюрпризов ждать от бывшей УПЦ МП и России после Объединительного Собора,"баб,яг,прот,сюрприз,ждат,бывш,упц,мп,росс,объединительн,собор"
Топ 5 украинских церквей по количеству приходов,"топ,украинск,церков,количеств,приход"
Баба Яга – против: каких сюрпризов ждать от бывшей УПЦ МП и России после Объединительного Собора,"баб,яг,прот,сюрприз,ждат,бывш,упц,мп,росс,объединительн,собор"
Создание ПЦУ: реакция мировой прессы и соцсетей,"создан,пцу,реакц,миров,пресс,соцсет"
Украинцы тысячу лет ждут церковной службы в Константинополе - Президент,"украинец,тысяч,год,ждат,церковн,служб,константинопол,президент"
В объединенную Украинскую церковь перешли первые желающие из УПЦ МП,"объединя,украинск,церков,переход,перв,жела,упц,мп"
В УПЦ МП сделали заявление по созданию единой Украинской православной церкви,"упц,мп,сдела,заявлен,создан,един,украинск,православн,церков"
Поместная церковь в Украине: как выбирали предстоятеля и что изменится для верующих,"поместн,церков,украин,выбира,предстоятел,изменя,вер"
Создание новой церкви в Украине: появилась реакция Кремля,"создан,нов,церков,украин,появля,реакц,кремл"
У Путина отреагировали на объединение украинских церквей,"путин,отреагирова,объединен,украинск,церков"
Новинский требует от Порошенко обнародовать текст его соглашения с Вселенским патриархатом,"новинск,требова,порошенк,обнародова,текст,соглашен,вселенск,патриархат"
Новинский требует от Порошенко обнародовать текст его соглашения с Вселенским патриархатом,"новинск,требова,порошенк,обнародова,текст,соглашен,вселенск,патриархат"
Парубий пригласил Варфоломея выступить в Раде,"паруб,приглаша,варфолом,выступа,рад"
Варфоломея ждут в Верховной Раде,"варфолом,ждат,верховн,рад"
Новинский требует от Порошенко обнародовать текст его соглашения с Вселенским патриархатом,"новинск,требова,порошенк,обнародова,текст,соглашен,вселенск,патриархат"
Московская церковь созвала внеочередной Синод,"московск,церков,созва,внеочередн,синод"
"Ярош объявил ""охоту на московских попов"" богоугодным делом","ярош,объявля,охот,московск,поп,богоугодн,дел"
Какой статус имеет Онуфрий после Объединительного собора: глава УПЦ Епифаний дал объяснение,"статус,имет,онуфр,объединительн,собор,глав,упц,епифан,дава,объяснен"
Порошенко уехал в Днепр открывать турнир по футзалу,"порошенк,уезжа,днепр,открыва,турнир,футза"
Греки и дураки: слабые места новой Церкви,"грек,дурак,слаб,мест,нов,церков"
Объединение без единения: собор 15 декабря был на грани срыва,"объединен,единен,собор,декабр,гран,срыв"
Епифаний уточнил статус Онуфрия после Объединительного собора,"епифан,уточня,статус,онуфр,объединительн,собор"
Гундяеву не удалось запугать Варфаломея. Такая попытка была роковой ошибкой,"гундя,удава,запугива,варфаломе,попытк,роков,ошибк"
Гундяеву не удалось запугать Варфаломея. Такая попытка была роковой ошибкой,"гундя,удава,запугива,варфаломе,попытк,роков,ошибк"
Вселенский патриарх подтвердил,"вселенск,патриарх,подтвержда"
Поворотный момент в истории: Порошенко и Варфоломей обсудили результаты Объединительного собора,"поворотн,момент,истор,порошенк,варфолом,обсужда,результат,объединительн,собор"
Варфоломей обсудил с Порошенко результаты объединительного Собора,"варфолом,обсужда,порошенк,результат,объединительн,собор"
Новая дорога церковной жизни: мысли после Поместного собора - Национальный Банк Новостей,"нов,дорог,церковн,жизн,мысл,поместн,собор,национальн,банк,новост"
Объединительный собор стал лишь началом создания новой Православной церкви Украины - президент,"объединительн,собор,станов,лиш,нача,создан,нов,православн,церков,украин,президент"
Новая дорога церковной жизни: мысли после Поместного собора,"нов,дорог,церковн,жизн,мысл,поместн,собор"
Порошенко уверяет,"порошенк,уверя"
Томос будет вручен 6 января 2019г,"томос,вруча,январ,г"
Варфоломей назвал Собор поворотным в истории православия,"варфолом,называ,собор,поворотн,истор,православ"
Варфоломей подтвердил,"варфолом,подтвержда"
Епифаний,епифан
Порошенко: Томос торжественно вручат в сочельник,"порошенк,томос,торжествен,вруча,сочельник"
Пресс-конференция Порошенко: главное,"пресс,конференц,порошенк,главн"
Швейцарские СМИ о Объединительный собор: Украина во второй раз стала независимой,"швейцарск,сми,объединительн,собор,украин,втор,станов,независим"
Порошенко перед пресс-конференцией провел разговор с Варфоломеем,"порошенк,пресс,конференц,провод,разговор,варфолом"
Порошенко раскрыл детали Объединительного собора,"порошенк,раскрыва,детал,объединительн,собор"
Порошенко: Томос торжественно вручат в сочельник,"порошенк,томос,торжествен,вруча,сочельник"
Гундяеву не удалось запугать Варфаломея. Такая попытка была роковой ошибкой,"гундя,удава,запугива,варфаломе,попытк,роков,ошибк"
Гундяеву не удалось запугать Варфаломея. Такая попытка была роковой ошибкой,"гундя,удава,запугива,варфаломе,попытк,роков,ошибк"
Швейцарские СМИ о Объединительный собор: Украина во второй раз стала независимой - Национальный Банк Новостей,"швейцарск,сми,объединительн,собор,украин,втор,станов,независим,национальн,банк,новост"
Из-за давления РФ лишь 2 из более 10 сторонников автокефалии в УПЦ МП прибыли на Собор - Порошенко,"давлен,рф,лиш,сторонник,автокефал,упц,мп,прибыл,собор,порошенк"
Варфоломей подтвердил,"варфолом,подтвержда"
Вселенский патриарх подтвердил,"вселенск,патриарх,подтвержда"
Варфоломей назвал Собор поворотным в истории православия,"варфолом,называ,собор,поворотн,истор,православ"
Украина получит Томос на Сочельник 6 января,"украин,получа,томос,сочельник,январ"
Даже звезды на кремлевских шпилях почернели,"звезд,кремлевск,шпил,почернет"
В разговоре с Порошенко Варфоломей подтвердил дату предоставления Украине Томоса,"разговор,порошенк,варфолом,подтвержда,дат,предоставлен,украин,томос"
Даже звезды на кремлевских шпилях почернели,"звезд,кремлевск,шпил,почернет"
Варфоломей по телефону заверил Порошенко,"варфолом,телефон,заверя,порошенк"
Порошенко проводит пресс-конференцию (онлайн-трансляция),"порошенк,провод,пресс,конференц,онлайн,трансляц"
Вселенский патриарх Варфоломей подтвердил,"вселенск,патриарх,варфолом,подтвержда"
Новоизбранный глава ПЦУ рассказал о дальнейшем взаимодействии с УПЦ МП,"новоизбра,глав,пцу,рассказыва,дальн,взаимодейств,упц,мп"
Порошенко: Собор был проведен абсолютно образцово,"порошенк,собор,провод,абсолютн,образцов"
Наместник Гундяева в Украине утратил титул митрополита Киевского,"наместник,гундя,украин,утрачива,титул,митропол,киевск"
Определен главный собор Православной церкви в Украине,"определя,главн,собор,православн,церков,украин"
Предстоятель Епифаний пригласил епископов УПЦ МП в поместную церковь - Национальный Банк Новостей,"предстоятел,епифан,приглаша,епископ,упц,мп,поместн,церков,национальн,банк,новост"
Православная церковь Украины будет формировать все управленческие органы после получения Томоса,"православн,церков,украин,формирова,ве,управленческ,орга,получен,томос"
Порошенко: Буду настаивать,"порошенк,настаива"
Вселенский патриарх Варфоломей подтвердил,"вселенск,патриарх,варфолом,подтвержда"
Новоизбранный предстоятель Православной церкви Украины отслужил первую литургию,"новоизбра,предстоятел,православн,церков,украин,отслужива,перв,литург"
Глава ПЦУ Епифаний владеет домом под Киевом,"глав,пцу,епифан,владет,дом,ки"
Началась первая литургия главы Украинской поместной церкви Епифания: прямая трансляция,"начина,перв,литург,глав,украинск,поместн,церков,епифан,прям,трансляц"
"Операция ""Преемник"". Закулисье создания Православной церкви в Украине","операц,преемник,закулис,создан,православн,церков,украин"
Предстоятель Епифаний пригласил епископов УПЦ МП в поместную церковь,"предстоятел,епифан,приглаша,епископ,упц,мп,поместн,церков"
Благодаря решимости Порошенко в Украине создана единая поместная православная церковь,"благодар,решим,порошенк,украин,создава,един,поместн,православн,церков"
Томос для Украины: Епифаний поблагодарил Порошенко,"томос,украин,епифан,поблагодар,порошенк"
Пресс-конференция президента Украины Петра Порошенко,"пресс,конференц,президент,украин,петр,порошенк"
Новая церковь юридически является преемницей КП и УАПЦ ,"нов,церков,юридическ,явля,преемниц,кп,уапц"
Онуфрий официально потерял титул митрополита Киевского после избрания Епифания,"онуфр,официальн,потеря,титул,митропол,киевск,избран,епифан"
Польские СМИ - о Поместном соборе: Исторический день для Украины,"польск,сми,поместн,собор,историческ,ден,украин"
Польские СМИ - о Поместном соборе: Исторический день для Украины - Национальный Банк Новостей,"польск,сми,поместн,собор,историческ,ден,украин,национальн,банк,новост"
Благодаря решимости Порошенко в Украине произошло создание единой поместной православной церкви,"благодар,решим,порошенк,украин,происход,создан,един,поместн,православн,церков"
Порошенко благодарен украинцам за массовую поддержку Объединительного собора - Национальный Банк Новостей,"порошенк,благодарн,украинец,массов,поддержк,объединительн,собор,национальн,банк,новост"
Началась первая литургия главы Украинской поместной церкви Эпифания: прямая трансляция,"начина,перв,литург,глав,украинск,поместн,церков,эпифан,прям,трансляц"
Глава ПЦУ Эпифаний владеет домом под Киевом,"глав,пцу,эпифан,владет,дом,ки"
Порошенко благодарен украинцам за массовую поддержку Объединительного собора,"порошенк,благодарн,украинец,массов,поддержк,объединительн,собор"
Глава УПЦ Онуфрий официально потерял титул митрополита Киевского после избрания Епифания,"глав,упц,онуфр,официальн,потеря,титул,митропол,киевск,избран,епифан"
"Соцсети о церкви: ""Великий день"". Но не для всех","соцсет,церков,велик,ден"
В США одобрили создание в Украине новой церкви,"сша,одобря,создан,украин,нов,церков"
СМИ узнали о том,"сми,узнава"
Глава УПЦ Онуфрий официально потерял титул митрополита Киевского после избрания Епифания,"глав,упц,онуфр,официальн,потеря,титул,митропол,киевск,избран,епифан"
Создание ПЦУ: стало известно положение патриарха Филарета,"создан,пцу,станов,известн,положен,патриарх,филарет"
Приглашение Варфоломея: названы подробности будущего получения Томоса главой ПЦУ,"приглашен,варфолом,называ,подробн,будущ,получен,томос,глав,пцу"
"Украина больше не будет пить ""из московской чаши московский яд"" — Порошенко - Национальный Банк Новостей","украин,пит,московск,чаш,московск,яд,порошенк,национальн,банк,новост"
Приглашение Варфоломея: стали известны подробности будущего получения Томоса главой ПЦУ,"приглашен,варфолом,станов,известн,подробн,будущ,получен,томос,глав,пцу"
В Киеве прошел Объединительный собор по созданию поместной православной церкви,"ки,проход,объединительн,собор,создан,поместн,православн,церков"
Стала известна дата первой литургии митрополита Эпифания - Национальный Банк Новостей,"станов,известн,дат,перв,литург,митропол,эпифан,национальн,банк,новост"
Объединительный собор Украинской церкви: как все прошло и кто такой митрополит Епифаний,"объединительн,собор,украинск,церков,проход,митропол,епифан"
США приветствуют создание в Украине независимой церкви,"сша,приветствова,создан,украин,независим,церков"
16 декабря состоится первая Литургия Предстоятеля единой поместной автокефальной УПЦ,"декабр,состоя,перв,литург,предстоятел,един,поместн,автокефальн,упц"
Глава УПЦ МП официально потерял титул митрополита Киевского,"глав,упц,мп,официальн,потеря,титул,митропол,киевск"
Варфоломей пригласил Епифания на вручение томоса,"варфолом,приглаша,епифан,вручен,томос"
Порошенко представил Епифания с титулом митрополита Киевского и всей Украины - Национальный Банк Новостей,"порошенк,представля,епифан,титул,митропол,киевск,ве,украин,национальн,банк,новост"
Как ковалась автокефалия для Украины и почему Россия сама виновата,"кова,автокефал,украин,поч,росс,виноват"
"Томос для Украины - Кто первым поздравил Епифания с избранием Митрополитом Киевским - ""ФАКТЫ""","томос,украин,перв,поздравля,епифан,избран,митропол,киевск,факт"
Константинопольский патриархат назвал день предоставления томоса Украине,"константинопольск,патриархат,называ,ден,предоставлен,томос,украин"
Глава УПЦ Московского патриархата Онуфрий потерял титул,"глав,упц,московск,патриархат,онуфр,потеря,титул"
