name
Предстоятель УПЦ рассказал о "Томосе рабства" ПЦУ и предрек ее переход под омофор Папы Римского
"Томос рабства". Глава УПЦ высказался об "автокефалии ПЦУ"
Новое падение Константинополя: Украинские раскольники осквернили пещеру Апокалипсиса
Предстоятель УПЦ митрополит Онуфрий резко отверг идею о компромиссе с раскольниками
Внешний облик Порошенко в монастыре высмеяли в web-сети
"Вынашивает томос или украл икону": в Сети смеются над Порошенко в странном пиджаке (+ВИДЕО, ФОТО)
У Порошенко есть план "П" — что бы это значило
У Порошенко есть план "П" — что бы это значило (ВИДЕО)
ЙАМУД
Всадники апокалипсиса над Украиной
Сербы против томоса
"ПЦУ нужно вспомнить, что они христиане!"
Украинские раскольники отменят платки для женщин и начнут отпевать католиков
"ПЦУ нужно вспомнить, что они христиане!"
Надувная свинка как символ радикальной революции
Украинские раскольники написали к выборам новую "молитву"
В Сети раскритиковали Порошенко за передачу новой техники ВСУ
7 стран, на которые "нападет" Путин
Порошенко обходится украинцам в миллиард гривен
#такпобедим
ТОЛЬКО ПРИНУДИТЕЛЬНАЯ КАСТРАЦИЯ СО ВСЕМИ ВЫТЕКАЮЩИМИ ПОСЛЕДСТВИЯМИ
Современная Украина — закономерный итог мутации
Встреча с Порошенко: начались столкновения (+ФОТО, ВИДЕО)
И вновь продолжается бой: на Украине яростно воюют с российскими книгами
Вожди в балагане, или Особенности национальных выборов
В Винницкой области раскольники напали на храм УПЦ
Главная интрига президентских выборов на Украине
ООН раскритиковала Украину за преследование православных верующих
СБУ провела обыск у православного писателя Олега Слепынина за статьи с критикой "томоса"
Загоняется…
СБУ прессует противников томоса: в Черкассах прошёл обыск у писателя Олега Слепынина
ООН в ужасе от религиозного конфликта на Украине
"НОВЫЙ ПРЕЗИДЕНТ И НОВЫЙ ПРЕМЬЕР"
Почему американцы боятся украинских выборов
Порошенко бегает от людей и от своего второго президентского срока
"Мочит губы": Администрация Порошенко прокомментировала алкогольные пристрастия президента
Представительство "ПЦУ" в Европарламенте закрыто после жалоб правозащитника
Албанская православная церковь отказалась признавать раскольников из "ПЦУ"
Порошенко отступил, но готовит ответный удар
Добкин не исключил развитие психического расстройства у Порошенко
Украинский Томос — капкан для мирового Православия
ЭТО ЕЩЕ НЕ ИТОГ ПРЕЗИДЕНТСТВА ПОРОШЕНКО, А ДИАГНОЗ
Раскольник Епифаний пообещал помиловать священников канонической УПЦ после покаяния
Варфоломей отказался обсуждать украинскую автокефалию с другими церквями
УПЦ обвинила власти украинских городов в захвате православных церквей
Богдан Безпалько: Климкину стоит серьезно подтянуться по истории
Отняли паспорт и со спецназом выслали в США: украинский епископ напишет Трампу про религиозный беспредел Киева
ПОСЛЕДНИЕ СВОДКИ — 01.03.2019 (ОБНОВЛЯЕТСЯ!)
Сербская православная церковь объявила свою официальную позицию по Украине
"Это случайность". В Администрации Порошенко пояснили, зачем он сорвал шапку с не в меру любопытной девушки
ВРАГ ПОПЫТАЛСЯ НАНЕСТИ УДАР В САМОЕ СВЯТОЕ МЕСТО
MARUV – символ внутренней неонацистской оккупации Украины
ПОСЛЕДНИЕ СВОДКИ — 27.02.2019 (ОБНОВЛЯЕТСЯ!)
На Украине школьники будут сдавать экзамены по томосу
Мясорубка: день "Х" настал
ВЕНТИЛЯТОР НАБИРАЕТ ОБОРОТЫ
ВЫ ТАМ СОВСЕМ С УМА ПОСХОДИЛИ?
Юрий Кнутов: Порошенко готов на всё ради президентского кресла
MARUVгейт
Итоги недели. "Бандера не встал", но появился "спасатель раненых" Порошенко
Русский экзархат в Западной Европе объявил о неповиновении Константинополю
Националисты захватили еще одну церковь на Волыни
Камнем под глаз: На Волыни люди в масках атаковали храм УПЦ и травмировали прихожан
Поминки "Небесной сотни": ангелы из свечек, танцы и свезенная массовка
Александр Дмитриевский: "ПЦУ" сделает Украину католической страной
Порошенко и выборы: забвение и электоральный тлен?
Мировой тренд: "код Порошенко" и уличные бунты
Религиозная война на Украине: католики-униаты готовятся служить в Киевской Софии
ПЕТР АЛЕКСЕЕВИЧ УЖЕ НАЧИНАЕТ ПИАРИТЬСЯ НА ПУТИНЕ
Валерий Скороходов: СБУ обвиняет спецслужбы РФ в нападении на храмы УПЦ, чтобы оправдать бесчинства подопечных радикалов
Ложь и террор режима не исцелят Украину
Обострение на Донбассе: Порошенко решил развязать войну для выборов
Нацистские корни украинской "автокефалии"
Киевляне увидели в "томос-туре" Порошенко предвыборную агитацию
В Порошенко вживили загадочную штуку (ФОТО)
"Вероломное вторжение на чужую землю": в Болгарской Церкви обвинили Варфоломея в пособничестве властям Украины
Томос для Киевского патриархата: Говорим ПЦУ, подразумеваем УПЦ КП
ЧТО ПРОИЗОШЛО СО ШКУРОЙ ГОРНОГО КОЗЛА?
Тимошенко возвращает себе лидерство. Ход за Порошенко
Итоги недели. От самовыдвинутого Порошенко до самоинтронизированного Думенко
Операция "Интронизация": Епифаний и пустота
Варфоломей не приехал на "интронизацию" главы украинских раскольников
Инфарктная интронизация: в Украине узаконен главный раскольник
Операция "Анти-Афон": Константинопольский патриархат дискредитирует святогорцев
ЭМИССАРЫ АДЕПТА "ХОЛОДНОГО МИРА" ЛЕЗУТ ВО ВСЕ ЩЕЛИ
Варфоломей пропустит интронизацию Епифания в Киеве - СМИ
Фанар не добился от Грузинской церкви признания "украинской автокефалии"
Патриарх Московский и всея Руси Кирилл собрался в Киев
Религиозные диверсанты рвутся в Россию
Православная церковь США отказалась признать ПЦУ
Самовисування. Куда ходят избиратели Украины
Православная церковь Америки отказалась признать ПЦУ
Эксперт: Украина разорвёт дипотношения с РФ — это желание США
Украина. "Жила грешно и умерла смешно"
Афонские святогорцы отказались участвовать в интронизации главы ПЦУ
Без приходов нет доходов: за что борются украинские раскольники
Червоненко: Томос уже используют для подкупа избирателей
Три задачи слабеющей Тимошенко в борьбе с "Томосоносом"
Кровопролитие и большие жертвы: Томос разбивает Украину на части — эксперт
Итоги недели. Рост российского импорта и ворованные шапки Давоса
Брюки в носках, пиджак в трусах: как украинская элита стала посмешищем? (ФОТО)
Эксперт констатировал зарождение кризиса между Константинополем и украинскими раскольниками
Украина. "Жила грешно и умерла смешно"
Украина. "Жила грешно и умерла смешно" (ВИДЕО)
Украинские выборы разрушат хрупкий мир в стране
ВЕНЕСУЭЛА ПО-УКРАИНСКИ
Бортник: Никто не знает, как называется новая "церковь" Украины и кому дали томос
Украина: "венесуэльский вариант"
ЗАВТРАК В ДАВОСЕ ПРЕВРАТИЛСЯ В СКАНДАЛ
Пропагандисты Майдана жалуются, что их обманули
Армия геев: Украинские военнослужащие признаются в своей гомосексуальности.
ПЦУ-то ненастоящая: Порошенко и Варфоломей нарушили вселенские каноны
Порошенко сливают: ведущие европейские СМИ начали высмеивать украинского президента (ВИДЕО)
ПОСЛЕДНИЕ СВОДКИ — 23.01.2019 (ОБНОВЛЯЕТСЯ!)
"Со своим томосом": Тимошенко идёт в президенты, Украина вздрогнула (ФОТО, ВИДЕО)
В надежде на чудо Порошенко отправился в "томос-тур" по Украине
Пропагандист Гордон объявил себя обманутым украинскими властями
Изменится ли Украина после поражения Порошенко на выборах? (ФОТО)
Томос о зависимости: куда сгоняют православных украинцев
"Плевать на твой томос": Неонацисты угрожают будущему Порошенко
Вячеслав Сальников: От выборов на Украине ждать нечего – русское политическое поле в стране не просто зачищено, но и...
Порошенко испугался разрывать договор с Россией о Керченском проливе
Порошенко стал самым наглым вором в истории Украины: масштаб разграбления колоссален
"Интронизация" главного украинского раскольника Епифания состоится в древнейшем русском соборе
Мы не боимся тебя, о "ПОП"!
В коррупции на Украине виноваты "москали" и Тимошенко
Новые провокации. В сумском соборе прогремел взрыв
Порошенко выходит на тропу предвыборной войны
Держиморда прилюдно обгадилась
Обыкновенный нацизм. Переформатирование сознания украинцев в действии
Порошенко хочет наказать волынских депутатов за неудачные гастроли во время "томос-тура"
Порошенко грубо оскорбил жителя Черкасс за вопрос о коррупции
Обыкновенный нацизм. Переформатирование сознания украинцев в действии
Кто против коррупции — тот "москальский провокатор", — Порошенко (ВИДЕО)
"Донбасс - это Украина": Николай Стариков разъяснил, почему не признают ДНР и ЛНР
Почему Москва не отреагировала на убийство Захарченко и почему жителям Донбасса необходимо гражданство РФ - Стариков
Взрыв в полицейской академии в Боготе: погибло 20 человек
В 2020 году "Газпром" прекращает транзита газа через Украину
В Виннице шеф-редактора телеканала уволили за сюжет о канонической УПЦ
Мама забитой до смерти трехлетней Кати видела, как ее сожитель измывается над ребенком, но даже пальцем не пошевелила
Порошенко лично выбил телефон из рук попытавшегося задать вопрос мужчины
"Российский сепар!": Пьяный Порошенко во время "томос-тура" выбил телефон из рук украинца (ВИДЕО)
