NAME,TOKENS
Порошенко присвоил патриарху Филарету звание героя Украины,"порошенк,присваива,патриарх,филарет,зван,гер,украин"
Порошенко присвоил звание героя Украины раскольнику Филарету,"порошенк,присваива,зван,гер,украин,раскольник,филарет"
На Украине рассказали,"украин,рассказыва"
Настоятель храма в Виннице снял с него купол в знак протеста,"настоятел,храм,винниц,снима,купол,знак,протест"
Приключения томоса в Киеве. Куда раскольники дели свой главный документ,"приключен,томос,ки,раскольник,дева,сво,главн,документ"
Ситуацию на Украине обсудят на специальном заседании Синода,"ситуац,украин,обсужда,специальн,заседан,синод"
Искусство вурдалачить,"искусств,вурдалач"
"Интронизация главы ""новой церкви"" Украины может состояться 3 февраля","интронизац,глав,нов,церков,украин,моч,состоя,феврал"
Томос об автокефалии украинской церкви нашелся,"томос,автокефал,украинск,церков,наход"
Украинский томос об автокефалии увезли обратно в Стамбул,"украинск,томос,автокефал,увезт,обратн,стамбул"
Томос об автокефалии увезли из Софийского монастыря в Киеве,"томос,автокефал,увезт,софийск,монастыр,ки"
Двух зайцев: Интронизация Епифания может пройти 3 февраля - в день его рождения,"заяц,интронизац,епифан,моч,проход,феврал,ден,рожден"
"Томос об автокефалии ""новой церкви"" Украины вернули в Стамбул","томос,автокефал,нов,церков,украин,вернут,стамбул"
"Филарет: Без объединения с УПЦ МП ""новая церковь"" Украины не станет патриархатом","филарет,объединен,упц,мп,нов,церков,украин,станов,патриархат"
Томос об автокефалии ПЦУ пропал в Киеве,"томос,автокефал,пцу,пропада,ки"
Сейчас вылетит Антихрист: Рунет об интервью патриарха Кирилла,"вылета,антихрист,рунет,интерв,патриарх,кирилл"
Из Софийского монастыря в Киеве забрали томос,"софийск,монастыр,ки,забира,томос"
Новая церковь: Томос - в Стамбуле на подписании,"нов,церков,томос,стамбул,подписан"
Сербский митрополит сравнил действия Константинополя на Украине с созданием секты,"сербск,митропол,сравнива,действ,константинопол,украин,создан,сект"
Из-за ситуации на Украине призвали созвать Всеправославный собор,"ситуац,украин,призыва,созыва,всеправославн,собор"
На Украине потеряли томос об автокефалии,"украин,потеря,томос,автокефал"
"Из Софии Киевской забрали томос об автокефалии ""новой церкви""","соф,киевск,забира,томос,автокефал,нов,церков"
Минкульт Украины опроверг информацию о возврате томоса в Стамбул - СМИ,"минкульт,украин,опроверга,информац,возврат,томос,стамбул,сми"
Эксперт о политике Порошенко: Томос вместо пяти лет реформ,"эксперт,политик,порошенк,томос,вмест,пят,год,реформ"
Украина отреагировала на сообщения о возврате томоса в Стамбул,"украин,отреагирова,сообщен,возврат,томос,стамбул"
Создание церкви не спасет Порошенко от проигрыша на выборах — эксперт,"создан,церков,спаса,порошенк,проигрыш,выбор,эксперт"
"Савченко: ""Объединительный собор"" - часть предвыборной кампании Порошенко","савченк,объединительн,собор,част,предвыборн,кампан,порошенк"
Савченко прокомментировала ситуацию с автокефалией ПЦУ,"савченк,прокомментирова,ситуац,автокефал,пцу"
"Савченко назвала создание ""новой церкви"" предвыборной кампанией Порошенко","савченк,называ,создан,нов,церков,предвыборн,кампан,порошенк"
Фото: православные христиане по всему миру отметили Рождество Христово,"фот,православн,христианин,ве,мир,отмеча,рождеств,христ"
El Pais: Церковь Украины с помпой празднует свою независимость в Стамбуле,"el,pais,церков,украин,помп,празднова,сво,независим,стамбул"
Расколотая украинская церковь отмечает Рождество,"раскалыва,украинск,церков,отмеча,рождеств"
Церковно-политическая церемония на Украине — в Софийском соборе выставили привезенный томос,"церковн,политическ,церемон,украин,софийск,собор,выставля,привоз,томос"
Порошенко добавил томос к киборгам,"порошенк,добавля,томос,киборг"
Томос об автокефалии украинской церкви вернется в Стамбул для подписания синодом,"томос,автокефал,украинск,церков,вернут,стамбул,подписан,синод"
Патриарх Кирилл назвал великим грехом разрушение единства православной церкви,"патриарх,кирилл,называ,велик,грех,разрушен,единств,православн,церков"
Константинополь обязал главу ПЦУ молиться за патриарха Кирилла на литургиях,"константинопол,обязыва,глав,пцу,мол,патриарх,кирилл,литург"
Не выдержал: священник упал в обморок около Порошенко перед подписанием томоса,"выдержива,священник,упаст,обморок,окол,порошенк,подписан,томос"
ПЦУ придется вернуть томос об автокефалии обратно в Стамбул,"пцу,приход,вернут,томос,автокефал,обратн,стамбул"
"Томос об автокефалии ""новой церкви"" Украины вернут в Стамбул","томос,автокефал,нов,церков,украин,вернут,стамбул"
"Порошенко: Украина разорвала ""последние путы"" Москвы","порошенк,украин,разрыва,последн,пут,москв"
Томос об автокефалии ПЦУ отвезут в Стамбул,"томос,автокефал,пцу,отвоз,стамбул"
"Порошенко заявил об освобождении ПЦУ от ""московской неволи""","порошенк,заявля,освобожден,пцу,московск,невол"
Эксперт: томос фактически подчиняет новую украинскую церковь Константинополю,"эксперт,томос,фактическ,подчиня,нов,украинск,церков,константинопол"
В Киеве верующие устремились в Киево-Печерскую Лавру,"ки,вер,устремля,киев,печерск,лавр"
В присутствии Порошенко Епифаний позволил себе недопустимое,"присутств,порошенк,епифан,позволя,недопустим"
Томос ПЦУ отвезут обратно в Стамбул,"томос,пцу,отвоз,обратн,стамбул"
"Томос об автокефалии ""новой церкви"" Украины выставлен в Софийском соборе","томос,автокефал,нов,церков,украин,выставля,софийск,собор"
Найдутся ли ответственные за бездарный провал на Украине?,"наход,ответствен,бездарн,прова,украин"
Оберег против российских бесов. Споры о томосе продолжаются,"оберег,прот,российск,бес,спор,томос,продолжа"
У нас есть претензия на патриархат - Филарет о статусе раскольнической церкви Украины,"претенз,патриархат,филарет,статус,раскольническ,церков,украин"
Томос об автокефалии ПЦУ выставили на обозрение в Софийском соборе Киева,"томос,автокефал,пцу,выставля,обозрен,софийск,собор,ки"
Украине пришлось вернуть томос об автокефалии,"украин,приход,вернут,томос,автокефал"
Оппозиция обжалует в Конституционном суде все решения Рады в вопросах церкви на Украине,"оппозиц,обжалова,конституцион,суд,ве,решен,рад,вопрос,церков,украин"
Власти Украины вернут томос в Стамбул в ближайшие дни,"власт,украин,вернут,томос,стамбул,близк,ден"
Унижение томосом. Уникально ущербная украинская автокефалия,"унижен,томос,уникальн,ущербн,украинск,автокефал"
Как в Киеве томос праздновали - видео,"ки,томос,празднова,виде"
Томос придется вернуть,"томос,приход,вернут"
В Киеве сообщили о возвращении томоса об автокефалии ПЦУ в Стамбул,"ки,сообща,возвращен,томос,автокефал,пцу,стамбул"
Русская церковь в Канаде считает беззаконием передачу томоса Православной церкви Украины,"русск,церков,канад,счита,беззакон,передач,томос,православн,церков,украин"
Священнику стало плохо рядом с Петром Порошенко,"священник,станов,плох,ряд,петр,порошенк"
"Порошенко пожелал украинцам ""долгожданного мира"" на Рождество","порошенк,пожела,украинец,долгожда,мир,рождеств"
Томос увезут из Киева обратно в Стамбул после Рождества из-за неразберихи с подписями,"томос,увезт,ки,обратн,стамбул,рождеств,неразберих,подп"
Порошенко и Епифаний дали всем посмотреть томос об автокефалии,"порошенк,епифан,дава,посмотрет,томос,автокефал"
Томос об автокефалии ПЦУ выставлен на обозрение в Софийском соборе Киева,"томос,автокефал,пцу,выставля,обозрен,софийск,собор,ки"
Порошенко взял реванш у Путина?,"порошенк,взят,реванш,путин"
На Рождество в Киеве в усиленном режиме дежурит тысяча полицейских и нацгвардейцев,"рождеств,ки,усилен,реж,дежур,тысяч,полицейск,нацгвардеец"
"Просто две раскольнические группировки объединились - патриарх Кирилл о ""новой церкви"" Украины","прост,раскольническ,группировк,объединя,патриарх,кирилл,нов,церков,украин"
Рождественские службы прошли в разных странах,"рождественск,служб,проход,разн,стран"
Путин встретил Рождество в Спасо-Преображенском соборе Петербурга,"путин,встреча,рождеств,спас,преображенск,собор,петербург"
Путин поздравил россиян с Рождеством,"путин,поздравля,россиянин,рождеств"
СМИ сообщают о прибытии из Стамбула на украинскую землю томоса для раскольников,"сми,сообща,прибыт,стамбул,украинск,земл,томос,раскольник"
Украинская церковь замахнулась на собственный патриархат,"украинск,церков,замахива,собствен,патриархат"
Патриарх Филарет: Украина имеет претензию на патриархат,"патриарх,филарет,украин,имет,претенз,патриархат"
Сообщается о прибытии из Стамбула томоса для раскольников на украинскую землю,"сообща,прибыт,стамбул,томос,раскольник,украинск,земл"
Представитель Порошенко в Раде заявила,"представител,порошенк,рад,заявля"
На Украине слово 2018 года отразило церковный раскол,"украин,слов,год,отража,церковн,раскол"
Пресса Британии: Москва и Киев решили сразиться на небесах,"пресс,британ,москв,ки,реша,сража,неб"
"На Украине назвали самое ""болезненное"" положение томоса об автокефалии","украин,называ,сам,болезнен,положен,томос,автокефал"
"В Киеве указали на самое ""болезненное"" положение томоса для ПЦУ","ки,указыва,сам,болезнен,положен,томос,пцу"
"В Киеве определили самое ""болезненное"" положение томоса об автокефалии","ки,определя,сам,болезнен,положен,томос,автокефал"
"На Украине назвали самое ""болезненное"" положение томоса","украин,называ,сам,болезнен,положен,томос"
У новой Православной церкви Украины появился свой сайт,"нов,православн,церков,украин,появля,сво,сайт"
Архиепископ РПЦЗ в Канаде назвал беззаконием передачу томоса раскольникам на Украине,"архиепископ,рпцз,канад,называ,беззакон,передач,томос,раскольник,украин"
Томос об автокефалии украинской церкви доставили в Киев,"томос,автокефал,украинск,церков,доставля,ки"
Киев готовится к первой рождественской литургии после томоса,"ки,готов,перв,рождественск,литург,томос"
"На Украину доставили томос о предоставлении автокефалии ""новой церкви""","украин,доставля,томос,предоставлен,автокефал,нов,церков"
Томос об автокефалии ПЦУ доставили на Украину,"томос,автокефал,пцу,доставля,украин"
Томос для украинских раскольников доставлен в Киев,"томос,украинск,раскольник,доставля,ки"
На Украине священники и прихожане Канонической церкви молятся о мире и единстве православия,"украин,священник,прихожанин,каноническ,церков,мол,мир,единств,православ"
В соцсетях высмеяли лицо Порошенко на вручении томоса,"соцсет,высмеива,лиц,порошенк,вручен,томос"
Глава МИД Украины: Россия воспользуется решением о независимости украинской церкви для провокаций,"глав,мид,украин,росс,воспользова,решен,независим,украинск,церков,провокац"
Раскольники получили томос под националистические лозунги,"раскольник,получа,томос,националистическ,лозунг"
Поклонская опасается разграбления имущества УПЦ после получения томоса раскольниками,"поклонск,опаса,разграблен,имуществ,упц,получен,томос,раскольник"
Томос раскола. Варфоломей и Порошенко нанесли геополитический удар по Православию,"томос,раскол,варфолом,порошенк,нанос,геополитическ,удар,православ"
"В Раде ""пляски с томосом"" назвали ""информационным мусором""","рад,пляск,томос,называ,информацион,мусор"
Каноническая православная церковь Украины встречает Рождество,"каноническ,православн,церков,украин,встреча,рождеств"
Томос о предоставлении церковной независимости передана предстоятелю автокефальной украинской церкви Епифанию,"томос,предоставлен,церковн,независим,передава,предстоятел,автокефальн,украинск,церков,епифан"
Порошенко заявил о невозможности подкупить Вселенского патриарха,"порошенк,заявля,невозможн,подкупа,вселенск,патриарх"
Жизнь после томоса: Конфликт между новой церковью и канонической УПЦ неминуем,"жизн,томос,конфликт,нов,церков,каноническ,упц,неминуем"
Климкин рассказал о транспортировке томоса,"климкин,рассказыва,транспортировк,томос"
Константинополь выдал Украине томос новейшего образца,"константинопол,выдава,украин,томос,нов,образец"
Вручение томоса: участники церемонии сидели в мессенджерах и дремали,"вручен,томос,участник,церемон,сидет,мессенджер,дрема"
Томос об автокефалии выставят на всеобщее обозрение в Киеве,"томос,автокефал,выставля,всеобщ,обозрен,ки"
Представитель Сербской церкви осудил предоставление Украине автокефалии,"представител,сербск,церков,осужда,предоставлен,украин,автокефал"
Соратники Порошенко по-бандеровски отметили вручение томоса в стамбульском храме,"соратник,порошенк,бандеровск,отмеча,вручен,томос,стамбульск,храм"
В Сербской церкви осудили предоставление автокефалии Украине,"сербск,церков,осужда,предоставлен,автокефал,украин"
Патриарх Варфоломей передал томос об автокефалии Украине,"патриарх,варфолом,передава,томос,автокефал,украин"
Эксперт: Украина получила не поместную церковь,"эксперт,украин,получа,поместн,церков"
Патриарх Антиохии заявил,"патриарх,антиох,заявля"
"РПЦ: ни один предстоятель еще не поздравил главу ""новой церкви"" Украины","рпц,предстоятел,поздравля,глав,нов,церков,украин"
Архиепископ УПЦ заявил,"архиепископ,упц,заявля"
Патриарх Варфоломей передал Епифанию томос об автокефалии ПЦУ,"патриарх,варфолом,передава,епифан,томос,автокефал,пцу"
На Украине будут уважать свободу вероисповедания — Порошенко,"украин,уважа,свобод,вероисповедан,порошенк"
Патриарх Антиохии и всего Востока: Томос не приведет к миру и согласию,"патриарх,антиох,ве,восток,томос,привод,мир,соглас"
Патриархи Иоанн и Ириней не поддержали новую церковь Украины,"патриарх,иоан,ирин,поддержива,нов,церков,украин"
"Эксперт: томос об автокефалии ПЦУ дает ""зеленый свет"" для церковного рейдерства на Украине","эксперт,томос,автокефал,пцу,дава,зелен,свет,церковн,рейдерств,украин"
Легойда: поместные православные церкви игнорируют создание ПЦУ,"легойд,поместн,православн,церков,игнорирова,создан,пцу"
"Каноническая УПЦ не будет проводить богослужения с ""новой"" ПЦУ","каноническ,упц,провод,богослужен,нов,пцу"
Порошенко: на Украине будут уважать свободу вероисповедания,"порошенк,украин,уважа,свобод,вероисповедан"
В ответ на вопрос о главе церкви Порошенко заявил,"ответ,вопрос,глав,церков,порошенк,заявля"
"Бойцы ""Правого сектора""* блокируют православные храмы на Украине","боец,прав,сектор,блокирова,православн,храм,украин"
Московский патриархат не будет проводить службы вместе с ПЦУ,"московск,патриархат,провод,служб,вмест,пцу"
Каноническая УПЦ не будет проводить службы вместе с новой церковью,"каноническ,упц,провод,служб,вмест,нов,церков"
Эксперт: Грузинскую,"эксперт,грузинск"
Не к добру: Порошенко пообещал уважать религиозный выбор украинцев,"добр,порошенк,пообеща,уважа,религиозн,выбор,украинец"
Порошенко назвал томос одним из актов о независимости Украины и назвал Россию агрессором,"порошенк,называ,томос,акт,независим,украин,называ,росс,агрессор"
УПЦ отказалась проводить службы с ПЦУ,"упц,отказыва,провод,служб,пцу"
Патриарх Варфоломей передал митрополиту Епифанию томос об автокефалии,"патриарх,варфолом,передава,митропол,епифан,томос,автокефал"
Накануне Рождества. Процесс создания украинской церкви завершен,"наканун,рождеств,процесс,создан,украинск,церков,заверша"
Варфоломей уверяет,"варфолом,уверя"
Варфоломей вручил украинской церкви томос об автокефалии,"варфолом,вруча,украинск,церков,томос,автокефал"
Украинская церковь получила указ о независимости,"украинск,церков,получа,указ,независим"
Варфоломей получил шоколад,"варфолом,получа,шоколад"
Патриарх Варфоломей вручил митрополиту Епифанию томос об автокефалии ПЦУ,"патриарх,варфолом,вруча,митропол,епифан,томос,автокефал,пцу"
Митрополиту Епифанию вручили томос об автокефалии ПЦУ,"митропол,епифан,вруча,томос,автокефал,пцу"
Константинопольский патриарх вручил киевскому митрополиту Епифанию грамоту о независимости Украинской церкви,"константинопольск,патриарх,вруча,киевск,митропол,епифан,грамот,независим,украинск,церков"
Вселенский патриарх вручил томос главе новой православной церкви Украины,"вселенск,патриарх,вруча,томос,глав,нов,православн,церков,украин"
В Стамбуле будет вручён томос об автокефалии Украинской церкви,"стамбул,вруч,н,томос,автокефал,украинск,церков"
Епифаний получил томос об автокефалии неканонической ПЦУ,"епифан,получа,томос,автокефал,неканоническ,пцу"
Томос взят. Православная церковь Украины получила независимость,"томос,взят,православн,церков,украин,получа,независим"
Эксперт: Власть не знает,"эксперт,власт,знат"
"Золотарев: Проект ""томос"" был создан на деньги криминальной днепропетровской ""братвы""","золотар,проект,томос,создава,деньг,криминальн,днепропетровск,братв"
Политолог: Томос - разновидность административного ресурса,"политолог,томос,разновидн,административн,ресурс"
Полный томос,"полн,томос"
Рождество готовятся отмечать на Украине,"рождеств,готов,отмеча,украин"
Кум Порошенко сравнил томос с паспортом,"кум,порошенк,сравнива,томос,паспорт"
Митрополит Киевский Епифаний получит сегодня грамоту о независимости Православной церкви Украины,"митропол,киевск,епифан,получа,сегодн,грамот,независим,православн,церков,украин"
Константинопольский патриарх сегодня вручит томос об автокефалии предстоятелю новой украинской церкви Епифанию,"константинопольск,патриарх,сегодн,вруча,томос,автокефал,предстоятел,нов,украинск,церков,епифан"
Митрополит Киевский Епифаний получит сегодня грамоту о независимости Православной церкви Украины,"митропол,киевск,епифан,получа,сегодн,грамот,независим,православн,церков,украин"
Митрополит Киевский Епифаний получит сегодня грамоту о независимости Православной церкви Украины,"митропол,киевск,епифан,получа,сегодн,грамот,независим,православн,церков,украин"
В Стамбуле сегодня вручат томос об автокефалии украинской церкви,"стамбул,сегодн,вруча,томос,автокефал,украинск,церков"
Порошенко обнародовал текст томоса об автокефалии украинской церкви,"порошенк,обнародова,текст,томос,автокефал,украинск,церков"
Митрополит Киевский Епифаний получит сегодня грамоту о независимости Православной церкви Украины,"митропол,киевск,епифан,получа,сегодн,грамот,независим,православн,церков,украин"
Порошенко показал томос об автокефалии украинской церкви,"порошенк,показыва,томос,автокефал,украинск,церков"
Ющенко рассказал,"ющенк,рассказыва"
В Стамбуле сегодня вручат томос об автокефалии украинской церкви,"стамбул,сегодн,вруча,томос,автокефал,украинск,церков"
Эксперты оценили,"эксперт,оценива"
"Глава БПЦ назвал подписание томоса для Украины ""политической авантюрой""","глав,бпц,называ,подписан,томос,украин,политическ,авантюр"
В Стамбуле в Храме Святого Георгия вместо молитвы президент Украины произнес пылкую речь,"стамбул,храм,свят,георг,вмест,молитв,президент,украин,произнос,пылк,реч"
Порошенко,порошенк
Появилась фотография грамоты о независимости,"появля,фотограф,грамот,независим"
Константинопольский патриархат прирезал часть украинской церкви,"константинопольск,патриархат,приреза,част,украинск,церков"
Порошенко поставил православную церковь на грань многолетнего раскола,"порошенк,поставля,православн,церков,гран,многолетн,раскол"
"Дочки-матери: Варфоломей указал на ""мачеху"" украинской церкви","дочк,мат,варфолом,указыва,мачех,украинск,церков"
"В Московском патриархате заявили о нарушении всех православных канонов при подписании томоса для ""новой церкви"" Украины","московск,патриархат,заявля,нарушен,ве,православн,канон,подписан,томос,нов,церков,украин"
Парубий резко высказался о переименовании канонической УПЦ,"паруб,резк,высказыва,переименован,каноническ,упц"
Выпуск новостей в 18:00 от 05.01.2019,"выпуск,новост"
Поклонская: На Украине больше нет свободы вероисповедания,"поклонск,украин,свобод,вероисповедан"
В администрации Порошенко утверждают,"администрац,порошенк,утвержда"
"СЦУ - это не то, что вы подумали: Название новой церкви Украины взорвало Сеть","сцу,эт,подума,назван,нов,церков,украин,взрыва,сет"
Каноническое бессилие: что означает подписание томоса для Украины и православия,"каноническ,бессил,означа,подписан,томос,украин,православ"
Петр Порошенко с помпой приехал в Константинопольский патриархат за автокефалией для раскольников,"петр,порошенк,помп,приезжа,константинопольск,патриархат,автокефал,раскольник"
Патриарх Варфоломей подписал томос для украинской церкви,"патриарх,варфолом,подписыва,томос,украинск,церков"
"Константинополь назвал РПЦ ""мачехой"" и обязался поддерживать украинскую церковь","константинопол,называ,рпц,мачех,обязыва,поддержива,украинск,церков"
Порошенко и Варфоломей наградили друг друга,"порошенк,варфолом,награжда,друг,друг"
Порошенко и патриарх Варфоломей вручили друг другу награды,"порошенк,патриарх,варфолом,вруча,друг,друг,наград"
Что означает подписанный томос об автокефалии православной церкви Украины?,"означа,подписыва,томос,автокефал,православн,церков,украин"
Радикалы готовят провокации возле собора в Чернигове - УПЦ,"радика,готов,провокац,возл,собор,черниг,упц"
"Иерарх патриархата в Стамбуле назвал предоставление томоса ПЦУ ""политической сделкой""","иерарх,патриархат,стамбул,называ,предоставлен,томос,пцу,политическ,сделк"
В РПЦ заявили,"рпц,заявля"
Слуцкий: подписание томоса для так называемой ПЦУ усугубит раскол православия на Украине,"слуцк,подписан,томос,называ,пцу,усугубля,раскол,православ,украин"
Константинопольский патриарх Варфоломей подписал томос об автокефалии православной церкви Украины,"константинопольск,патриарх,варфолом,подписыва,томос,автокефал,православн,церков,украин"
Константинопольский патриарх Варфоломей подписал указ о независимости Православной церкви Украины,"константинопольск,патриарх,варфолом,подписыва,указ,независим,православн,церков,украин"
Вселенский Патриарх подписал документ о независимости Православной церкви Украины,"вселенск,патриарх,подписыва,документ,независим,православн,церков,украин"
"В РПЦ назвали томос для украинской церкви ""попыткой украсть Рождество""","рпц,называ,томос,украинск,церков,попытк,украст,рождеств"
Порошенко опубликовал текст томоса об автокефалии украинской церкви,"порошенк,опубликовыва,текст,томос,автокефал,украинск,церков"
Скубченко: Власти Украины продали суверенитет Вашингтону,"скубченк,власт,украин,продава,суверенитет,вашингтон"
Томос об автокефалии православной церкви Украины подписан,"томос,автокефал,православн,церков,украин,подписыва"
В Виннице общину храма канонической церкви выселили из-за отказа переходить в ПЦУ,"винниц,общин,храм,каноническ,церков,выселя,отказ,переход,пцу"
В Виннице выселили общину храма Александра Невского,"винниц,выселя,общин,храм,александр,невск"
В Госдуме прокомментировали подписание томоса об автокефалии ПЦУ,"госдум,прокомментирова,подписан,томос,автокефал,пцу"
"Константинопольский патриарх Варфоломей подписал томос автокефалии ""новой церкви"" Украины","константинопольск,патриарх,варфолом,подписыва,томос,автокефал,нов,церков,украин"
"В УПЦ назвали нарушением всех возможных правил предоставление автокефалии ""новой церкви"" Украины","упц,называ,нарушен,ве,возможн,прав,предоставлен,автокефал,нов,церков,украин"
"Константинополь призвал называть ПЦУ ""Святейшей церковью Украины""","константинопол,призыва,называ,пцу,свят,церков,украин"
"Патриарх Варфоломей подписал томос об автокефалии ""новой церкви"" Украины","патриарх,варфолом,подписыва,томос,автокефал,нов,церков,украин"
Легойда: подписанный томос не обладает канонической силой,"легойд,подписыва,томос,облада,каноническ,сил"
Новая деспотия: никто не знает,"нов,деспот,никт,знат"
Косачев назвал подписание томоса патриархом Варфоломеем политическим актом,"косач,называ,подписан,томос,патриарх,варфолом,политическ,акт"
Случаи захвата российских моряков в заложники с 2010 года,"случа,захват,российск,моряк,заложник,год"
Депутат назвал подписание томоса для Украины наглым шагом при поддержке США,"депутат,называ,подписан,томос,украин,нагл,шаг,поддержк,сша"
"Порошенко наградил Варфоломея орденом ""За заслуги"" первой степени и получил от него медаль","порошенк,награжда,варфолом,орд,заслуг,перв,степен,получа,медал"
Константинопольский патриархат предоставил автокефалию Украинской православной церкви,"константинопольск,патриархат,предоставля,автокефал,украинск,православн,церков"
Вселенский патриарх Варфоломей подписал томос о предоставлении автокефалии православной церкви Украины,"вселенск,патриарх,варфолом,подписыва,томос,предоставлен,автокефал,православн,церков,украин"
Легойда: Томос – бумага,"легойд,томос,бумаг"
В РПЦ прокомментировали томос об автокефалии ПЦУ,"рпц,прокомментирова,томос,автокефал,пцу"
Томос об автокефалии украинской православной церкви подписан в Стамбуле,"томос,автокефал,украинск,православн,церков,подписыва,стамбул"
Вселенский патриарх подписал томос об автокефалии украинской церкви,"вселенск,патриарх,подписыва,томос,автокефал,украинск,церков"
УПЦ заявила,"упц,заявля"
В РПЦ заявили,"рпц,заявля"
Легойда: подписанный в Стамбуле томос для Украины не обладает канонической силой,"легойд,подписыва,стамбул,томос,украин,облада,каноническ,сил"
Попытки создания автокефальной православной церкви на Украине,"попытк,создан,автокефальн,православн,церков,украин"
