NAME,TOKENS
Лагере Порошенко считают,"лагер,порошенк,счита"
Верховная рада приняла закон о смене подчиненности украинских приходов,"верховн,рад,принима,закон,смен,подчинен,украинск,приход"
Парламент Украины поддержал законопроект о религиозных общинах,"парламент,украин,поддержива,законопроект,религиозн,общин"
Якубин: Украинская власть поплатится за скандальный закон о церковном рейдерстве,"якубин,украинск,власт,поплат,скандальн,закон,церковн,рейдерств"
Верным патриарху Кириллу украинцам решили дать российские паспорта,"верн,патриарх,кирилл,украинец,реша,дава,российск,паспорт"
"В четверг Рада будет принимать антицерковный ""рейдерский закон"". Голосование может быть неожиданным","четверг,рад,принима,антицерковн,рейдерск,закон,голосован,моч,неожида"
National Interest: Ставка Киева на Запад не оправдалась полностью,"national,interest,ставк,ки,запад,оправдыва,полност"
Путин отправится с визитом в Сербию,"путин,отправля,виз,серб"
Купальник чудотворный. Как Ксения Собчак снова оказалась на Украине?,"купальник,чудотворн,ксен,собчак,снов,оказыва,украин"
Протоиерей УПЦ отделил церковную русскость от церковного украинства,"протоиер,упц,отделя,церковн,русскост,церковн,украинств"
В Госдуме предложили предоставлять гражданство России гонимым верующим УПЦ,"госдум,предлага,предоставля,гражданств,росс,гоним,вер,упц"
Выборы на Украине. Томос не работает,"выбор,украин,томос,работа"
Сторонники новой украинской церкви силой захватили храм УПЦ в Черниговской области,"сторонник,нов,украинск,церков,сил,захват,храм,упц,черниговск,област"
Сторонники новой украинской церкви захватили храм УПЦ во Львовской области,"сторонник,нов,украинск,церков,захват,храм,упц,львовск,област"
"Труп, привязанный к живому человеку - бывший священник УПЦ о создании ""новой церкви""","труп,привязыва,жив,человек,бывш,священник,упц,создан,нов,церков"
Порошенко проигрывает,"порошенк,проигрыва"
Порошенко приехал в Борисполь показывать томос,"порошенк,приезжа,бориспол,показыва,томос"
Сторонники новой украинской церкви силой захватили храм УПЦ в Черниговской области,"сторонник,нов,украинск,церков,сил,захват,храм,упц,черниговск,област"
"В Борисполь привезли томос об автокефалии ""новой церкви"" Украины","бориспол,привоз,томос,автокефал,нов,церков,украин"
Томос-тур: пляски святого Порошенко,"томос,тур,пляск,свят,порошенк"
"Местные администрации уличили в свозе бюджетников для ""томос-тура"" Порошенко","местн,администрац,улича,своз,бюджетник,томос,тур,порошенк"
"Путин: Порошенко создает ""новую церквь"" с целью разделить Украину и Россию","путин,порошенк,создава,нов,церкв,цел,разделя,украин,росс"
На встречу с Порошенко в Луцк свезли бюджетников — СМИ,"встреч,порошенк,луцк,своз,бюджетник,сми"
Россия не намерена вмешиваться в церковные дела Украины - Путин,"росс,намер,вмешива,церковн,дел,украин,путин"
Путин назвал ПЦУ политическим проектом для разделения народов РФ и Украины,"путин,называ,пцу,политическ,проект,разделен,народ,рф,украин"
Протоиерей Чаплин: Порошенко - орудие в руках разрушителей чуждой Западу цивилизации,"протоиер,чаплин,порошенк,оруд,рук,разрушител,чужд,запад,цивилизац"
"Путин назвал создание новой церкви на Украине ""опасным политиканством""","путин,называ,создан,нов,церков,украин,опасн,политиканств"
День зависимости: куда заведет Украину константинопольский томос,"ден,зависим,завод,украин,константинопольск,томос"
"Автокефалия ПЦУ: ""Украина получила церковь мёртвых душ""","автокефал,пцу,украин,получа,церков,м,ртвы,душ"
Путин назвал церковную структуру Украины политпроектом разделения народов,"путин,называ,церковн,структур,украин,политпроект,разделен,народ"
"Владимир Путин назвал создание новой Церкви на Украине ""опасным политиканством""","владимир,путин,называ,создан,нов,церков,украин,опасн,политиканств"
"Интервью сербским изданиям ""Политика"" и ""Вечерние новости""","интерв,сербск,издан,политик,вечерн,новост"
Томос для Украины нивелирует понятие автокефалии,"томос,украин,нивелирова,понят,автокефал"
До выборов в президенты на Украине два с половиной месяца,"выбор,президент,украин,половин,месяц"
Итоги недели: версии убийства в ЦАР и откровения хакера,"итог,недел,верс,убийств,цар,откровен,хакер"
Власти Украины продолжают давить на паству и монахов Киево-Печерской лавры,"власт,украин,продолжа,дав,паств,мон,киев,печерск,лавр"
Минкульт Украины хочет дискредитировать УПЦ слухами о пропаже икон,"минкульт,украин,хотет,дискредитирова,упц,слух,пропаж,икон"
Порошенко сравнил получение томоса с победой на фронте,"порошенк,сравнива,получен,томос,побед,фронт"
Украинцы потеряли томос,"украинец,потеря,томос"
Братии Киево-Печерской лавры предложили перейти в ПЦУ,"брат,киев,печерск,лавр,предлага,переход,пцу"
К политическим казусам не причастны: Наместник Киево-Печерской лавры выступил перед журналистами,"политическ,казус,причастн,наместник,киев,печерск,лавр,выступа,журналист"
Один на троих. Гриценко,"тро,гриценк"
Реалистичный взгляд на Россию из Грузии,"реалистичн,взгляд,росс,груз"
Порошенко озвучил свою цель на второй президентский срок,"порошенк,озвучива,сво,цел,втор,президентск,срок"
Порошенко пообещал защиту сторонникам канонической церкви,"порошенк,пообеща,защит,сторонник,каноническ,церков"
Порошенко призвал неверующих в томос покаяться,"порошенк,призыва,невер,томос,покая"
Томос-тур в Луцке: Порошенко приехал в храм с опозданием,"томос,тур,луцк,порошенк,приезжа,храм,опоздан"
"Порошенко обвинил УПЦ в создании ""пятой колонны""","порошенк,обвиня,упц,создан,пят,колон"
"Золотарев: После ""томос-тура"" клоуном на Украине стал Порошенко","золотар,томос,тур,клоун,украин,станов,порошенк"
"Томос об автокефалии ""новой церкви"" Украины привезли в Луцк","томос,автокефал,нов,церков,украин,привоз,луцк"
"Украинские выборы: Порошенко на дне и ""пластическая операция"" для Яценюка","украинск,выбор,порошенк,дно,пластическ,операц,яценюк"
Луценко: Около 70 приходов перешло из Украинской православной церкви в ПЦУ,"луценк,окол,приход,переход,украинск,православн,церков,пцу"
Он лжец. Иерусалимский патриарх защитил Тимошенко от обвинений Ющенко,"лжец,иерусалимск,патриарх,защища,тимошенк,обвинен,ющенк"
Порошенко укрепляет украинцев духовно,"порошенк,укрепля,украинец,духовн"
В Раде требуют изменить закон о церквях,"рад,требова,изменя,закон,церков"
Выпуск новостей в 12:00 от 15.01.2019,"выпуск,новост"
Константинопольский патриархат наконец-то опубликовал пресловутый томос об автокефалии Православной церкви Украины,"константинопольск,патриархат,опубликовыва,пресловут,томос,автокефал,православн,церков,украин"
Раскольники атакуют Юго-Восток Украины,"раскольник,атакова,юг,восток,украин"
Церковный закон на Украине позволит приходам избежать даления — эксперт,"церковн,закон,украин,позволя,приход,избега,дален,эксперт"
В РПЦ посоветовали Порошенко сменить консультантов по церковной истории,"рпц,посоветова,порошенк,смен,консультант,церковн,истор"
Тимошенко оценила шансы Порошенко на выборах,"тимошенк,оценива,шанс,порошенк,выбор"
В Стамбуле опубликован текст томоса об автокефалии Православной церкви Украины,"стамбул,опубликовыва,текст,томос,автокефал,православн,церков,украин"
Обнародован текст томоса об украинской автокефалии,"обнародова,текст,томос,украинск,автокефал"
"Непредсказуемые сроки. Лукашенко готовит Белоруссию к ""пробе на зуб""","непредсказуем,срок,лукашенк,готов,белорусс,проб,зуб"
Константинополь опубликовал текст томоса неканонической церкви Украины,"константинопол,опубликовыва,текст,томос,неканоническ,церков,украин"
Чем страшен томос. Национализм как украинская национальная религия,"страшн,томос,национализм,украинск,национальн,религ"
Тимошенко назвала томос об автокефалии инструментом борьбы за власть,"тимошенк,называ,томос,автокефал,инструмент,борьб,власт"
Гольдарб: Томос не заменит миллионов украинцев,"гольдарб,томос,заменя,миллион,украинец"
Опубликован текст томоса об автокефалии ПЦУ,"опубликовыва,текст,томос,автокефал,пцу"
Вселенский патриархат обнародовал текст томоса об автокефалии ПЦУ,"вселенск,патриархат,обнародова,текст,томос,автокефал,пцу"
"Опубликован текст томоса об автокефалии украинской ""новой церкви""","опубликовыва,текст,томос,автокефал,украинск,нов,церков"
Вселенский патриархат опубликовал текст томоса об автокефалии ПЦУ,"вселенск,патриархат,опубликовыва,текст,томос,автокефал,пцу"
Эксперт: томос для ПЦУ содержит признаки митрополии при Константинополе,"эксперт,томос,пцу,содержа,признак,митропол,константинопол"
Эксперт: текст томоса об автокефалии не говорит о создании поместной церкви на Украине,"эксперт,текст,томос,автокефал,говор,создан,поместн,церков,украин"
Опубликован текст томоса об автокефалии украинской церкви,"опубликовыва,текст,томос,автокефал,украинск,церков"
В Константинополе опубликовали томос об автокефалии Православной церкви Украины,"константинопол,опубликовыва,томос,автокефал,православн,церков,украин"
Обнародован томос об автокефалии ПЦУ,"обнародова,томос,автокефал,пцу"
Константинопольский патриархат опубликовал томос об автокефалии новой церкви Украины,"константинопольск,патриархат,опубликовыва,томос,автокефал,нов,церков,украин"
На Украине канонических православных священников изгоняют из храмов при помощи радикалов,"украин,каноническ,православн,священник,изгоня,храм,помощ,радика"
Новая церковь Украины заявила,"нов,церков,украин,заявля"
Украинский эксперт: исчезновение УПЦ на Украине займёт более 5 лет,"украинск,эксперт,исчезновен,упц,украин,за,т,год"
Томос нужен Порошенко для того,"томос,нужн,порошенк"
Чудо второго срока: Порошенко на выборы нужен религиозный конфликт,"чуд,втор,срок,порошенк,выбор,нужн,религиозн,конфликт"
Томос об автокефалии не подписала половина Синода Константинопольского патриархата,"томос,автокефал,подписыва,половин,синод,константинопольск,патриархат"
Неблагонадёжная Украина. Промышленные регионы смотрят на Киев с отвращением,"неблагонад,жна,украин,промышлен,регион,смотрет,ки,отвращен"
Украинский томос даровали раскольникам — представитель Константинополя,"украинск,томос,дарова,раскольник,представител,константинопол"
РПЦ теряет хватку: о дискуссии с Порошенко показать томос,"рпц,теря,хватк,дискусс,порошенк,показыва,томос"
Небоженко: Порошенко сделает всё,"небоженк,порошенк,сдела,вс"
Митрополит Иларион сравнил ОВЦС с армией,"митропол,иларион,сравнива,овцс,арм"
Глава администрации Порошенко усомнился в его будущей победе,"глав,администрац,порошенк,усомн,будущ,побед"
Безбожника Порошенко ткнули носом в его грехи,"безбожник,порошенк,ткнут,нос,грех"
"У политтехнологов Банковой кризис жанра — Корнейчук о ""томос-туре"" Порошенко","политтехнолог,банков,кризис,жанр,корнейчук,томос,тур,порошенк"
Томос-тур Порошенко. Президент Украины в роли звезды эстрады,"томос,тур,порошенк,президент,украин,рол,звезд,эстрад"
Стало известно,"станов,известн"
Томос об автокефалии служит интересам Банковой — вице-спикер Рады,"томос,автокефал,служ,интерес,банков,виц,спикер,рад"
"Русская православная церковь ответила на требование Порошенко ""показать свой томос""","русск,православн,церков,отвеча,требован,порошенк,показыва,сво,томос"
"Вице-спикер Рады обвинила Порошенко в ""безбожном"" использовании томоса для агитации","виц,спикер,рад,обвиня,порошенк,безбожн,использован,томос,агитац"
РПЦ опасается за судьбу монахов канонической Украинской православной церкви,"рпц,опаса,судьб,мон,каноническ,украинск,православн,церков"
Япония и США тренируются захватывать острова: Радио REGNUM,"япон,сша,тренирова,захватыва,остр,рад,regnum"
"Киев может ""насильно"" забирать церкви у УПЦ — эксперт","ки,моч,насильн,забира,церков,упц,эксперт"
"На Украине появились рекламные щиты с ""церковной"" агитацией за Порошенко","украин,появля,рекламн,щит,церковн,агитац,порошенк"
Дипломат обвинил Порошенко в томос-коррупции,"дипломат,обвиня,порошенк,томос,коррупц"
"В Германии осудили угрозы посла США ввести санкции за ""Северный поток-2""","герман,осужда,угроз,посол,сша,ввод,санкц,северн,поток"
Украинских раскольников не позвали на вручение томоса из-за Филарета — УАПЦ,"украинск,раскольник,позва,вручен,томос,филарет,уапц"
"Порошенко наградил трех митрополитов ""новой церкви"" Украины","порошенк,награжда,митропол,нов,церков,украин"
Порошенко подняли на смех за его обращение к РПЦ,"порошенк,подыма,смех,обращен,рпц"
"РПЦ: Порошенко намерен стать ""религиозным лидером"" Украины","рпц,порошенк,намер,станов,религиозн,лидер,украин"
В Волынской области раскольники захватили храм УПЦ,"волынск,област,раскольник,захват,храм,упц"
"В Сети высмеяли предвыборный ""томос-тур"" Порошенко","сет,высмеива,предвыборн,томос,тур,порошенк"
Порт в Измаиле. Украина избавляется от своего самого ценного актива в Бессарабии,"порт,изма,украин,избавля,сво,цен,акт,бессараб"
В Московском патриархате ответили на призыв Порошенко показать томос РПЦ,"московск,патриархат,отвеча,приз,порошенк,показыва,томос,рпц"
"Состоится ли ""православный триумвират"" Москва-Варшава-Белград?","состоя,православн,триумвират,москв,варшав,белград"
"В Сети высмеяли ""томос-тур"" Порошенко по Украине","сет,высмеива,томос,тур,порошенк,украин"
В РПЦ не намерены дискутировать с Порошенко о томосе,"рпц,намер,дискутирова,порошенк,томос"
В РПЦ отреагировали на требование Порошенко показать томос,"рпц,отреагирова,требован,порошенк,показыва,томос"
РПЦ не собирается дискутировать с Порошенко,"рпц,собира,дискутирова,порошенк"
В УПЦ признали отсутствие томоса у РПЦ,"упц,признава,отсутств,томос,рпц"
"Потребовавшего РПЦ ""показать томос"" Порошенко осадили","потребова,рпц,показыва,томос,порошенк,осажда"
В РПЦ ответили на выпад Порошенко,"рпц,отвеча,выпад,порошенк"
"Порошенко попросил РПЦ ""показать свой томос""","порошенк,попрос,рпц,показыва,сво,томос"
"В РПЦ ответили на требование Порошенко ""показать томос""","рпц,отвеча,требован,порошенк,показыва,томос"
"В УПЦ МП ответили на требование Порошенко ""показать томос""","упц,мп,отвеча,требован,порошенк,показыва,томос"
Петр Порошенко хочет передать одну из древнейших церквей Спаса на Берестове Константинопольскому Патриархату,"петр,порошенк,хотет,передава,древн,церков,спас,берест,константинопольск,патриархат"
В РПЦ ответили на призыв Порошенко показать томос,"рпц,отвеча,приз,порошенк,показыва,томос"
"Порошенко потребовал от РПЦ показать ""свой томос""","порошенк,потребова,рпц,показыва,сво,томос"
Порошенко предложил РПЦ доказать каноничность и показать томос,"порошенк,предлага,рпц,доказыва,каноничн,показыва,томос"
"Порошенко призвал РПЦ ""показать томос""","порошенк,призыва,рпц,показыва,томос"
Порошенко пытается мериться томосами,"порошенк,пыта,мер,томос"
Порошенко поставил под вопрос каноничность РПЦ,"порошенк,поставля,вопрос,каноничн,рпц"
Националисты захватили православный храм на западе Украины,"националист,захват,православн,храм,запад,украин"
Порошенко предложил РПЦ доказать свою каноничность,"порошенк,предлага,рпц,доказыва,сво,каноничн"
Украинские раскольники захватили Свято-Михайловский храм,"украинск,раскольник,захват,свят,михайловск,храм"
"В Госдуме прокомментировали заявления Порошенко о ""неканоничности"" РПЦ","госдум,прокомментирова,заявлен,порошенк,неканоничн,рпц"
За томос Константинополю отдадут храм с усыпальницей Юрия Долгорукого,"томос,константинопол,отдава,храм,усыпальниц,юр,долгорук"
"Порошенко заявил о снятии ""московского ярма"" с Украины","порошенк,заявля,снят,московск,ярм,украин"
На западе Украины раскольники захватили храм УПЦ,"запад,украин,раскольник,захват,храм,упц"
Порошенко подверг сомнению каноничность РПЦ,"порошенк,подверга,сомнен,каноничн,рпц"
Порошенко заявил о невозможности остановить Украину,"порошенк,заявля,невозможн,останавлива,украин"
Порошенко чуть не уронил томос,"порошенк,урон,томос"
Порошенко рассказал,"порошенк,рассказыва"
Порошенко уверен,"порошенк,уверен"
Порошенко возгордился снимающей московское ярмо Украиной,"порошенк,возгорд,снима,московск,ярм,украин"
Ради томоса Порошенко превратил храмы в разменную монету,"рад,томос,порошенк,превраща,храм,размен,монет"
Храмы для Порошенко стали разменной монетой - депутат Госдумы,"храм,порошенк,станов,размен,монет,депутат,госдум"
Порошенко превратил храмы на Украине в разменную монету,"порошенк,превраща,храм,украин,размен,монет"
"В Госдуме Порошенко обвинили в ""сектантстве"" и ""бездуховности""","госдум,порошенк,обвиня,сектантств,бездуховн"
Порошенко привез томос в Винницу,"порошенк,привоз,томос,винниц"
Порошенко привез томос об автокефалии в Винницу,"порошенк,привоз,томос,автокефал,винниц"
Порошенко привез томос об автокефалии в Винницу,"порошенк,привоз,томос,автокефал,винниц"
"Порошенко: Украина сняла ""ярмо"" Московского патриархата","порошенк,украин,снима,ярм,московск,патриархат"
Петр Порошенко начал возить томос об автокефалии ПЦУ по Украине,"петр,порошенк,начина,воз,томос,автокефал,пцу,украин"
Порошенко привез томос в Винницу,"порошенк,привоз,томос,винниц"
Порошенко заявил,"порошенк,заявля"
На Украине появились билборды,"украин,появля,билборд"
Порошенко помолился за обменянный на храм и разрекламированный томос,"порошенк,помол,обменя,храм,разрекламирова,томос"
Стало известно,"станов,известн"
Порошенко прибыл в Винницу со своим томос-туром,"порошенк,прибыва,винниц,сво,томос,тур"
Украинские СМИ сообщают о возможной передаче Константинополю храма в Киеве,"украинск,сми,сообща,возможн,передач,константинопол,храм,ки"
Порошенко хочет передать Варфоломею храм,"порошенк,хотет,передава,варфолом,храм"
СМИ: Порошенко отдаст Константинополю храм с могилой основателя Москвы,"сми,порошенк,отдава,константинопол,храм,мог,основател,москв"
Порошенко захотел передать Константинополю храм с могилой основателя Москвы,"порошенк,захотет,передава,константинопол,храм,мог,основател,москв"
Порошенко отдаст Константинополю церковь с могилой основателя Москвы,"порошенк,отдава,константинопол,церков,мог,основател,москв"
"Аналитическая программа ""Однако"" с Михаилом Леонтьевым","аналитическ,программ,однак,миха,леонт"
Константинополь назначил главу киевской ставропигии,"константинопол,назнача,глав,киевск,ставропиг"
Константинопольский патриархат назначил главу своей ставропигии в Киеве,"константинопольск,патриархат,назнача,глав,сво,ставропиг,ки"
РПЦ надеется на конструктивный диалог с Иерусалимской церковью в контексте ситуации с ПЦУ,"рпц,надея,конструктивн,диалог,иерусалимск,церков,контекст,ситуац,пцу"
В РПЦ обвинили Порошенко в навязывании верующим ложных идей,"рпц,обвиня,порошенк,навязыван,вер,ложн,иде"
Пиррова победа: Киев получил томос,"пирр,побед,ки,получа,томос"
После стольких лет жести: куда исчезла агрессия из западных СМИ,"стольк,год,жест,исчеза,агресс,западн,сми"
УПЦ против СЦУ: у кого больше независимости?,"упц,прот,сцу,больш,независим"
Константинополь раскритиковал Филарета за роль в руководстве ПЦУ,"константинопол,раскритиковыва,филарет,рол,руководств,пцу"
ЦИК Украины отказал в регистрации двум претендентам на пост президента,"цик,украин,отказыва,регистрац,претендент,пост,президент"
Порошенко не готов к экспромтам: на Волыни потеряли президента Украины,"порошенк,готов,экспромт,волын,потеря,президент,украин"
"Кандидат в президенты Украины пристыдил Порошенко за ""томос-тур""","кандидат,президент,украин,пристыжа,порошенк,томос,тур"
"Кандидат в президенты Украины Мураев пристыдил Порошенко из-за ""томос-тура""","кандидат,президент,украин,мура,пристыжа,порошенк,томос,тур"
Президент Грузии поддержала позицию грузинской церкви по автокефалии Украины,"президент,груз,поддержива,позиц,грузинск,церков,автокефал,украин"
Катастрофическое решение: раскол на Украине продлён и узаконен,"катастрофическ,решен,раскол,украин,продл,н,узаконива"
Выборы 2019: Кого Галичина видит новым президентом Украины?,"выбор,галичин,видет,нов,президент,украин"
Президент Грузии не стала поздравлять Украину с автокефалией,"президент,груз,станов,поздравля,украин,автокефал"
Приключения томоса только начинаются,"приключен,томос,начина"
На Украине 47 приходов УПЦ перешли в ПЦУ,"украин,приход,упц,переход,пцу"
Минимум две церкви признают украинских раскольников — Константинополь,"минимум,церков,признава,украинск,раскольник,константинопол"
Золотарёв: Порошенко прикрывает предвыборные фальсификации при помощи томос-тура,"золотар,порошенк,прикрыва,предвыборн,фальсификац,помощ,томос,тур"
Партия Анатолия Гриценко выдвинула его кандидатом в президенты Украины,"парт,анатол,гриценк,выдвига,кандидат,президент,украин"
Украинских раскольников не признала большая часть православного мира — УПЦ,"украинск,раскольник,признава,больш,част,православн,мир,упц"
Экзарх Константинополя на Украине: нельзя делать церковь заложницей чьих-то амбиций,"экзарх,константинопол,украин,дела,церков,заложниц,че,амбиц"
Украинцы потребовали у Порошенко узнать их мнение о переходе в неканоническую ПЦУ,"украинец,потребова,порошенк,узнава,мнен,переход,неканоническ,пцу"
По украинским лекалам. Националисты Белоруссии тоже хотят автокефалию,"украинск,лека,националист,белорусс,хотет,автокефал"
Томос как священный артефакт политики Порошенко,"томос,священ,артефакт,политик,порошенк"
Украинцам нужен мир,"украинец,нужн,мир"
Сетевой креатив. Зеленский не шутит,"сетев,креат,зеленск,шут"
Гольдарб рассказал,"гольдарб,рассказыва"
"Порошенко предложили опросить население о переходе в ""новую церковь""","порошенк,предлага,опрашива,населен,переход,нов,церков"
Минкультуры Украины проведет экспертизу уставов УПЦ,"минкультур,украин,провод,экспертиз,уста,упц"
Как делали,дела
Порошенко призвали провести опрос о переходе церквей в ПЦУ,"порошенк,призыва,провод,опрос,переход,церков,пцу"
Помпео призвал власти Украины уважать свободу вероисповедания,"помпе,призыва,власт,украин,уважа,свобод,вероисповедан"
Порошенко рассказал о корчащемся от украинской автокефалии Кремле,"порошенк,рассказыва,корч,украинск,автокефал,кремл"
Помпео приветствовал автокефалию новой украинской церкви,"помпе,приветствова,автокефал,нов,украинск,церков"
Порошенко занят: президент Украины дал старт томос-туру,"порошенк,занима,президент,украин,дава,старт,томос,тур"
Бортник: По результатам первой недели избирательной гонки можно говорить об основных ее участниках,"бортник,результат,перв,недел,избирательн,гонк,говор,основн,участник"
Томос раздора. Почему новая церковь на Украине похожа на политический проект,"томос,раздор,поч,нов,церков,украин,похож,политическ,проект"
"Горячие головы Порошенко могут ""устранить конкурентов"" — эксперт","горяч,голов,порошенк,моч,устраня,конкурент,эксперт"
Бортник: На признание украинской автокефалии уйдут десятилетия,"бортник,признан,украинск,автокефал,уход,десятилет"
Томос против Зеленского. Скучное начало предвыборной кампании на Украине,"томос,прот,зеленск,скучн,нача,предвыборн,кампан,украин"
Порошенко уличили в незаконном награждении раскольника Филарета,"порошенк,улича,незакон,награжден,раскольник,филарет"
Блаженный Пётр-Томос Мальдивский – покровитель воров,"блажен,п,тр,томос,мальдивск,покровител,вор"
Филарет вручил Порошенко орден Андрея Первозванного в благодарность за томос,"филарет,вруча,порошенк,орд,андр,первозва,благодарн,томос"
Томос вернули из Константинополя на Украину,"томос,вернут,константинопол,украин"
"Порошенко сообщил о возвращении томоса об автокефалии ""новой церкви""","порошенк,сообща,возвращен,томос,автокефал,нов,церков"
Томос об автокефалии вернули из Стамбула на Украину,"томос,автокефал,вернут,стамбул,украин"
"Лидер украинских раскольников наградил Порошенко ""орденом""","лидер,украинск,раскольник,награжда,порошенк,орд"
Порошенко обещает не давить на священников УПЦ,"порошенк,обеща,дав,священник,упц"
"Порошенко отправился в предвыборный ""томос-тур"" по Украине","порошенк,отправля,предвыборн,томос,тур,украин"
Ткачев: Томос — это свидетельство поддержки Порошенко из США,"ткач,томос,свидетельств,поддержк,порошенк,сша"
"Константинополь не внес ""новую церковь"" Украины в список автокефалий на своем сайте","константинопол,внос,нов,церков,украин,список,автокефал,сво,сайт"
Томос об автокефалии новой украинской церкви вернулся из Стамбула на Украину,"томос,автокефал,нов,украинск,церков,вернут,стамбул,украин"
Холодомор. На Украине более 1000 человек пострадали от обморожений,"холодомор,украин,человек,пострада,обморожен"
Дело старпома Новичкова. Петр Порошенко спас украинского моряка от виселицы,"дел,старп,новичк,петр,порошенк,спаса,украинск,моряк,виселиц"
Томос вернулся из Константинополя в Киев,"томос,вернут,константинопол,ки"
Предвыборный креатив: наружная реклама в Киеве в январе 2019 года. Фоторепортаж,"предвыборн,креат,наружн,реклам,ки,январ,год,фоторепортаж"
Всему свое время. Грузинская церковь не будет спешить с признанием ПЦУ,"сво,врем,грузинск,церков,спеш,признан,пцу"
Константинопольский патриархат: самоликвидация,"константинопольск,патриархат,самоликвидац"
Архиепископ Кипрский не поддержал автокефалию Украины,"архиепископ,кипрск,поддержива,автокефал,украин"
Кто есть кто в президентской гонке на Украине,"президентск,гонк,украин"
Усмирение гордыни. За что раскольник Филарет получил Героя Украины,"усмирен,гордын,раскольник,филарет,получа,гер,украин"
