name
"Наш земляк": назначен глава ставропигии Константинопольского патриархата в Киеве
Варфоломей назначил руководителя киевской ставропигии
Варфоломей назначил главой киевской ставропигии архимандрита Михаила из Анталии
Порошенко может передать Варфоломею киевский храм, где был похоронен основатель Москвы
Томос для Украины - доказательство того, что Россию можно победить - Павленко
Сколько стоит "томос-тур" Порошенко
Названы условия, при которых ПЦУ светит статус патриархата
Порошенко объяснил, почему Кремль "крючит", а Лукашенко – почему Москва не "наклонит" Минск: ТОП-5 цитат недели
"Это все, о чем я прошу Филарета, дайте возможность Епифанию быть предстоятелем церкви!", - экзарх Даниил
Первая община бывшего Московского патриархата с юга Украины перешла в ПЦУ
На Житомирщине первая община бывшей УПЦ МП перешла в ПЦУ
Какие зависимые от Кремля церкви признают автокефалию ПЦУ: заявление экзарха Контстантинополя
"Будьте духовным дедушкой ПЦУ": экзарх Константинополя обратился к Филарету
Томос в Софии, освобожденный моряк и рождественские морозы - Национальный Банк Новостей
Томос в Софии, освобожденный моряк и рождественские морозы
Путин не сможет оправдать нападение на Украину "защитой православных", – британские СМИ
Гости президента. Порошенко позвал на Новый год генпрокурора Луценко и нардепа Грановского с главой ЦИКа
УГКЦ готова работать с новым Президентом, кто бы им не стал, - митрополит Киевский
Итоги 10.01: Томос в Ровно и орден Порошенко
Праздничные декларации о намерениях
Новый плинтус
Мерцающая звезда украинского томоса
Новые церковь и деньги для страны
В США поздравили Украину с автокефалией ПЦУ
Это историческое достижение, – Госсекретарь США Помпео поздравил Украину с получением Томоса
Порошенко призвали во время выборов провести опрос о переходе церквей в ПЦУ - Национальный Банк Новостей
Главные новости четверга 10 января - юбилей Кравчука, отбор на Евровидение, Мураев идет в президенты и новые советы Супрун
Томос отправился в тур: Порошенко и Филарет представили свиток в первом городе
Филарет вручил Порошенко орден Андрея Первозванного
Петр Порошенко отменил поездку на Волынь с Томосом
Филарет наградил Порошенко
Филарет вручил Порошенко орден Андрея Первозванного: стало известно за что
Филарет вручил Порошенко орден Андрея Первозванного: стало известно за что | Новости Украины (UAZMI)
Порошенко: Томос вернулся в Украину
Томос вернулся в Украину – Порошенко
Вселенский патриархат забыл об Украинской православной церкви: куда дели Томос
Порошенко: Томос об автокефалии ПЦУ вернулся в Украину
Томос об автокефалии ПЦУ вернули в Украину: Порошенко привез документ в Ровно
Порошенко: Томос вернулся в Украину
Порошенко: Томос об автокефалии Православной церкви Украины вернули в Украину
Порошенко в Киеве показал Томос, подписанный всеми членами Синода
Томос вернулся в Украину – Порошенко
Кто такой "Нарик"? Почему все говорят об Александре Петровском
Порошенко поделился хорошей новостью о Томосе
Филарет вручил президенту орден Андрея Первозванного за томос
Томос вернули в Украину
​Томос вернулся в Украину, - Порошенко
Томос вернулся в Украину: документ подписали все члены Синода Вселенского Патриархата в Стамбуле
Томос об автокефалии ПЦУ вернулся в Украину – Порошенко
Порошенко вместе с Филаретом едет в "томос-тур" в Ровно
Порошенко и Филарет примут участие в благодарственном молебне
Новый плинтус
Праздничные декларации о намерениях
Мерцающая звезда украинского томоса
Обзор главных тем "Голоса Украины" от 9 января
Точное количество людей, которые пришли посмотреть на Томос, неизвестна - Национальный Банк Новостей
"Способов влияния на ситуацию на Украине практически нет". Российские СМИ об Украине
Почти половина украинцев поддерживает создание в Украине поместной автокефальной церкви - опрос
Какая она, жизнь после Томоса - Национальный Банк Новостей
В ПЦУ подтвердили, что Синод Вселенского патриархата подписал публичную копию Томоса
Томос для Украины подписан
Томос, агиасма, экзорцизм: хорошо ли вы знаете церковные термины (ТЕСТ)
Двойные выборы и церковные дрязги: политический прогноз на 2019 год
Какая она, жизнь после Томоса
Что сделал Путин, чтобы Украинская православная церковь отделилась от России
Томос, агиасма, экзорцизм: хорошо ли вы знаете церковные термины (ТЕСТ) | Факты ICTV
"Окончательно оформлен": СМИ узнали, когда Томос вернется в Украину
Томос для Украины подписан
Члены Синода Вселенского патриархата поставили свои подписи под Томосом ПЦУ (фото)
Все члены Синода Вселенского патриархата подписали томос ПЦУ
Все члены Синода Вселенского патриархата подписали Томос [фото]
Томос об автокефалии Православной церкви Украины подписали все члены Синода Вселенского патриархата
Президент присвоил Патриарху Филарету звание Герой Украины
Почему РПЦ теряет Украину
Порошенко не удалось склонить всех священников на свою сторону – политолог
Элладская церковь обсудит ситуацию на Украине на заседании Синода
Элладская церковь обсудит ситуацию на Украине на заседании Синода
Порошенко дал Филарету звание Герой Украины
Как Киев пережил праздники: преступлений было меньше, а коммунальщики остались без отдыха
Порошенко дал Филарету звание Герой Украины
Названа дата интронизации митрополита Епифания
Приметы Томоса: что будет с УПЦ и как планируют отнимать лавры
"Духовному лидеру украинского народа": Порошенко присвоил Филарету звание "Героя Украины"
В ПЦУ пообещали нацменьшинствам оставить привычный им язык богослужения
Порошенко дал Филарету звание Герой Украины
